,url,date,entity,entity_type
7403,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,Independent Commission for the Reform of International Corporate Taxation,institutions
7404,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,ICRICT,institutions
7405,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,University of Massachusetts,institutions
7406,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,OECD,institutions
7407,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,United Nations,institutions
7408,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,International Spy Museum,institutions
7409,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,Federal Election Commission,institutions
7410,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,National Economic Council,institutions
7411,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,Cantor Fitzgerald,institutions
7412,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,JPMorgan,institutions
7413,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,The New York Times,institutions
7414,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,Center for Global Development,institutions
7415,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,ICRIER,institutions
7416,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,Atlantic Council,institutions
7417,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,ONE Campaign,institutions
7418,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,Commodity Futures Trading Commission,institutions
7419,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,Stripe,institutions
7420,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,Consumer Financial Protection Bureau,institutions
7421,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,New York Department of Financial Services,institutions
7422,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,POLITICO,institutions
7423,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,election,political_events
7424,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,IMF-World Bank annual fall meetings,political_events
7425,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,G20 finance ministers meeting,political_events
7426,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,Bretton Woods,political_events
7427,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,US election,political_events
7428,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,DC Fintech Week,political_events
7429,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,deadly protests,political_events
7430,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,budget,political_events
7431,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,November election,political_events
7432,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,Davos,political_events
7433,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,Labour Party,political_parties
7434,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,"Washington, DC",locations
7435,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,Barbados,locations
7436,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,India,locations
7437,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,Saudi Arabia,locations
7438,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,United Kingdom,locations
7439,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,US,locations
7440,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,Japan,locations
7441,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,France,locations
7442,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,New Hampshire,locations
7443,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,Europe,locations
7444,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,Brussels,locations
7445,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,Beijing,locations
7446,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,Rio,locations
7447,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,America,locations
7448,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,Nairobi,locations
7449,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,Britain,locations
7450,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,Egypt,locations
7451,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,Africa,locations
7452,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,Asia,locations
7453,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,Paris,locations
7454,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,China,locations
7455,https://www.politico.eu/newsletter/global-playbook/bretton-woods-hits-the-big-8-0/,2024-10-23,Massachusetts,locations
7456,https://www.politico.eu/article/g7-leaders-finalize-deal-on-using-russian-assets-for-50b-ukraine-loan/,2024-10-26,Donald Trump,people
7457,https://www.politico.eu/article/g7-leaders-finalize-deal-on-using-russian-assets-for-50b-ukraine-loan/,2024-10-26,Washington,institutions
7458,https://www.politico.eu/article/g7-leaders-finalize-deal-on-using-russian-assets-for-50b-ukraine-loan/,2024-10-26,EU,institutions
7459,https://www.politico.eu/article/g7-leaders-finalize-deal-on-using-russian-assets-for-50b-ukraine-loan/,2024-10-26,United Kingdom,institutions
7460,https://www.politico.eu/article/g7-leaders-finalize-deal-on-using-russian-assets-for-50b-ukraine-loan/,2024-10-26,G7,institutions
7461,https://www.politico.eu/article/g7-leaders-finalize-deal-on-using-russian-assets-for-50b-ukraine-loan/,2024-10-26,Canada,institutions
7462,https://www.politico.eu/article/g7-leaders-finalize-deal-on-using-russian-assets-for-50b-ukraine-loan/,2024-10-26,Japan,institutions
7463,https://www.politico.eu/article/g7-leaders-finalize-deal-on-using-russian-assets-for-50b-ukraine-loan/,2024-10-26,US election,political_events
7464,https://www.politico.eu/article/g7-leaders-finalize-deal-on-using-russian-assets-for-50b-ukraine-loan/,2024-10-26,Ukraine,locations
7465,https://www.politico.eu/article/g7-leaders-finalize-deal-on-using-russian-assets-for-50b-ukraine-loan/,2024-10-26,Moscow,locations
7466,https://www.politico.eu/article/g7-leaders-finalize-deal-on-using-russian-assets-for-50b-ukraine-loan/,2024-10-26,Western countries,locations
7467,https://www.politico.eu/article/donald-trump-keir-starmer-uk-labour-party-staffer-linkedin-post-kamala-harris-united-states-election/,2024-10-24,Kamala Harris,people
7468,https://www.politico.eu/article/donald-trump-keir-starmer-uk-labour-party-staffer-linkedin-post-kamala-harris-united-states-election/,2024-10-24,Sofia Patel,people
7469,https://www.politico.eu/article/donald-trump-keir-starmer-uk-labour-party-staffer-linkedin-post-kamala-harris-united-states-election/,2024-10-24,Starmer,people
7470,https://www.politico.eu/article/donald-trump-keir-starmer-uk-labour-party-staffer-linkedin-post-kamala-harris-united-states-election/,2024-10-24,Donald Trump,people
7471,https://www.politico.eu/article/donald-trump-keir-starmer-uk-labour-party-staffer-linkedin-post-kamala-harris-united-states-election/,2024-10-24,White House,institutions
7472,https://www.politico.eu/article/donald-trump-keir-starmer-uk-labour-party-staffer-linkedin-post-kamala-harris-united-states-election/,2024-10-24,Labour Party,institutions
7473,https://www.politico.eu/article/donald-trump-keir-starmer-uk-labour-party-staffer-linkedin-post-kamala-harris-united-states-election/,2024-10-24,LinkedIn,institutions
7474,https://www.politico.eu/article/donald-trump-keir-starmer-uk-labour-party-staffer-linkedin-post-kamala-harris-united-states-election/,2024-10-24,election,political_events
7476,https://www.politico.eu/article/donald-trump-keir-starmer-uk-labour-party-staffer-linkedin-post-kamala-harris-united-states-election/,2024-10-24,Democratic Party,political_parties
7477,https://www.politico.eu/article/donald-trump-keir-starmer-uk-labour-party-staffer-linkedin-post-kamala-harris-united-states-election/,2024-10-24,Britain,locations
7478,https://www.politico.eu/article/donald-trump-keir-starmer-uk-labour-party-staffer-linkedin-post-kamala-harris-united-states-election/,2024-10-24,US,locations
7479,https://www.politico.eu/article/donald-trump-keir-starmer-uk-labour-party-staffer-linkedin-post-kamala-harris-united-states-election/,2024-10-24,North Carolina,locations
7480,https://www.politico.eu/article/donald-trump-keir-starmer-uk-labour-party-staffer-linkedin-post-kamala-harris-united-states-election/,2024-10-24,Nevada,locations
7481,https://www.politico.eu/article/donald-trump-keir-starmer-uk-labour-party-staffer-linkedin-post-kamala-harris-united-states-election/,2024-10-24,Pennsylvania,locations
7482,https://www.politico.eu/article/donald-trump-keir-starmer-uk-labour-party-staffer-linkedin-post-kamala-harris-united-states-election/,2024-10-24,Virginia,locations
7483,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Andrew McDonald,people
7484,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Dan Bloom,people
7485,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Noah Keate,people
7486,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Keir Starmer,people
7487,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,John Healey,people
7488,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Boris Pistorius,people
7489,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Yvette Cooper,people
7490,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Sofia Patel,people
7491,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Kamala Harris,people
7492,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Morgan McSweeney,people
7493,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Matthew Doyle,people
7494,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Alex Cole-Hamilton,people
7495,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Nigel Farage,people
7496,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Neil Shastri-Hurst,people
7497,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Stephen Flynn,people
7498,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Angela Rayner,people
7499,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,David Lammy,people
7500,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Nadine Batchelor-Hunt,people
7501,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Sienna Rodgers,people
7502,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Wes Streeting,people
7503,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Kim Leadbeater,people
7504,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Shelagh Fogarty,people
7505,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Sascha O’Sullivan,people
7506,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Elon Musk,people
7507,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Mortada Mhanna,people
7508,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Antony Blinken,people
7509,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Lloyd Austin,people
7510,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Vladimir Putin,people
7511,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Narendra Modi,people
7512,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Gisèle Pelicot,people
7513,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Dominique,people
7514,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Rachel Reeves,people
7515,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Jeremy Hunt,people
7516,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Steve Reed,people
7517,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Jon Cunliffe,people
7518,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Peter Lamb,people
7519,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Tom Swarbrick,people
7520,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Robert Jenrick,people
7521,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Denis MacShane,people
7522,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Rick Gates,people
7523,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Ben Hodges,people
7524,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Mikey Smith,people
7525,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Kate Ferguson,people
7526,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Robert Buckland,people
7527,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Hamish De Bretton Gordon,people
7528,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Arley Gill,people
7529,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Phil Clarke,people
7530,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Jacqueline Foster,people
7531,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Mervyn King,people
7532,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Ian Cheshire,people
7533,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Margaret Hodge,people
7534,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Daisy McAndrew,people
7535,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Jerome Mayhew,people
7536,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Jess Brown-Fuller,people
7537,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Thangam Debbonaire,people
7538,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Katy Searle,people
7539,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Graham Brady,people
7540,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Faiza Shaheen,people
7541,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Michelle Donelan,people
7542,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Jo Swinson,people
7543,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Jack Surfleet,people
7544,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Peter Cardwell,people
7545,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Zoë Grünewald,people
7546,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Aubrey Allegretti,people
7547,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Annabel Denham,people
7548,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Winston Churchill,people
7549,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Clive Martin,people
7550,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Stefan Boscia,people
7551,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Rosa Prince,people
7552,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Joe Dancey,people
7553,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Lloyds Banking Group,institutions
7554,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,crisis,institutions
7555,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,POLITICO,institutions
7556,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Institute of Commonwealth Studies,institutions
7557,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,House of Lords,institutions
7558,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Trinity House,institutions
7559,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,NATO,institutions
7560,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,BBC News,institutions
7561,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,LBC,institutions
7562,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,BBC Two,institutions
7563,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,News Hour,institutions
7564,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Sky News,institutions
7565,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,The Times,institutions
7566,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,The Daily Telegraph,institutions
7567,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Reuters,institutions
7568,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Facebook,institutions
7569,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Twitter,institutions
7570,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,ITV,institutions
7571,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,GB News,institutions
7572,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Bank of England,institutions
7573,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Ofwat,institutions
7574,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Democratic National Convention,institutions
7575,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Home Office,institutions
7576,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Commons,institutions
7577,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,The Debate,institutions
7578,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Terrace Cafeteria,institutions
7579,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Channel 5 News,institutions
7580,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Channel 4 News,institutions
7581,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Times Radio,institutions
7582,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Mirror,institutions
7583,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Sun on Sunday,institutions
7584,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,BBC Radio 4,institutions
7586,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,The News Agents,institutions
7588,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,PoliticsHome,institutions
7589,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Politico Pro,institutions
7590,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Playbook,institutions
7592,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,election interference,political_events
7593,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,reparations for slavery,political_events
7594,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,defense pact,political_events
7595,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,shootings,political_events
7596,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Commonwealth summit,political_events
7597,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,U.S. electoral law,political_events
7599,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,DPMQs,political_events
7600,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,CHOGM,political_events
7601,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,the general election,political_events
7602,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,budget,political_events
7603,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Crime and Policing Bill,political_events
7604,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Labour,political_parties
7605,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,SNP,political_parties
7606,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Tories,political_parties
7607,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Lib Dem,political_parties
7608,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Conservative,political_parties
7609,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Samoa,locations
7610,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Westminster,locations
7611,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,London,locations
7612,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,US,locations
7613,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Pennsylvania,locations
7614,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Germany,locations
7615,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Baltics,locations
7616,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Scotland,locations
7617,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Düsseldorf,locations
7618,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Europe,locations
7619,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Indo-Pacific,locations
7620,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Atlantic,locations
7621,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23,Winnipeg,locations
