,source,target,relationship,sentiment,url,date
2116,Labour Party,Democratic Party,supports,FRIENDLY,https://www.politico.eu/article/donald-trump-keir-starmer-uk-labour-party-staffer-linkedin-post-kamala-harris-united-states-election/,2024-10-24
2117,Starmer,Labour Party,leads,NEUTRAL,https://www.politico.eu/article/donald-trump-keir-starmer-uk-labour-party-staffer-linkedin-post-kamala-harris-united-states-election/,2024-10-24
2118,Sofia Patel,Labour Party,represents,NEUTRAL,https://www.politico.eu/article/donald-trump-keir-starmer-uk-labour-party-staffer-linkedin-post-kamala-harris-united-states-election/,2024-10-24
2119,Sofia Patel,Donald Trump,opposes,NEUTRAL,https://www.politico.eu/article/donald-trump-keir-starmer-uk-labour-party-staffer-linkedin-post-kamala-harris-united-states-election/,2024-10-24
2120,Keir Starmer,Donald Trump,criticizes,HOSTILE,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23
2121,Keir Starmer,CHOGM,leads,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23
2122,John Healey,Boris Pistorius,partners with,FRIENDLY,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23
2123,Yvette Cooper,firearms officers,supports,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23
2124,Yvette Cooper,Chris Kaba,opposes,HOSTILE,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23
2125,Donald Trump,Keir Starmer,criticizes,HOSTILE,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23
2126,Keir Starmer,Labour Party,leads,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23
2127,Sofia Patel,Kamala Harris,supports,FRIENDLY,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23
2128,Morgan McSweeney,Kamala Harris,supports,FRIENDLY,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23
2129,Matthew Doyle,Kamala Harris,supports,FRIENDLY,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23
2130,Alex Cole-Hamilton,Pennsylvania,campaigns,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23
2131,Nigel Farage,Keir Starmer,criticizes,HOSTILE,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23
2132,Steve Reed,water sector,leads,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23
2133,Wes Streeting,Kim Leadbeater,opposes,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23
2134,Wes Streeting,assisted dying,opposes,HOSTILE,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23
2135,Elon Musk,Oli Mansfield,partners with,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23
2136,Lloyd Austin,Russia,accuses,HOSTILE,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23
2137,Rachel Reeves,Jeremy Hunt,partners with,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23
2138,Rachel Reeves,budget,leads,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23
2139,John Healey,defense pact,leads,NEUTRAL,https://www.politico.eu/newsletter/london-playbook/london-playbook-pm-we-still-love-you-donald-honest/,2024-10-23
2140,Donald Trump,US,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/10/24/would-donald-trumps-trade-tariffs-hurt-europe,2024-10-24
2141,Donald Trump,EU,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/10/24/would-donald-trumps-trade-tariffs-hurt-europe,2024-10-24
2142,Donald Trump,China,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/10/24/would-donald-trumps-trade-tariffs-hurt-europe,2024-10-24
2143,EU,China,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/10/24/would-donald-trumps-trade-tariffs-hurt-europe,2024-10-24
2144,André Sapir,EU,supports,NEUTRAL,https://www.euronews.com/my-europe/2024/10/24/would-donald-trumps-trade-tariffs-hurt-europe,2024-10-24
2145,Zach Meyers,US,opposes,NEUTRAL,https://www.euronews.com/my-europe/2024/10/24/would-donald-trumps-trade-tariffs-hurt-europe,2024-10-24
2146,Zach Meyers,EU,supports,NEUTRAL,https://www.euronews.com/my-europe/2024/10/24/would-donald-trumps-trade-tariffs-hurt-europe,2024-10-24
2147,Donald Trump,Europe,opposes,HOSTILE,https://www.euronews.com/business/2024/10/28/how-might-the-euro-react-if-trump-wins-the-us-presidential-election,2024-10-28
2148,Donald Trump,China,opposes,HOSTILE,https://www.euronews.com/business/2024/10/28/how-might-the-euro-react-if-trump-wins-the-us-presidential-election,2024-10-28
2149,European Commission,US,opposes,HOSTILE,https://www.euronews.com/business/2024/10/28/how-might-the-euro-react-if-trump-wins-the-us-presidential-election,2024-10-28
2150,Donald Trump,euro,opposes,HOSTILE,https://www.euronews.com/business/2024/10/28/how-might-the-euro-react-if-trump-wins-the-us-presidential-election,2024-10-28
2151,Goldman Sachs,Donald Trump,criticizes,NEUTRAL,https://www.euronews.com/business/2024/10/28/how-might-the-euro-react-if-trump-wins-the-us-presidential-election,2024-10-28
2152,ECB,Donald Trump,opposes,HOSTILE,https://www.euronews.com/business/2024/10/28/how-might-the-euro-react-if-trump-wins-the-us-presidential-election,2024-10-28
2153,Donald Trump,NATO,opposes,HOSTILE,https://www.euronews.com/business/2024/10/28/how-might-the-euro-react-if-trump-wins-the-us-presidential-election,2024-10-28
2154,Donald Trump,Ukraine,opposes,HOSTILE,https://www.euronews.com/business/2024/10/28/how-might-the-euro-react-if-trump-wins-the-us-presidential-election,2024-10-28
2155,election,Donald Trump,supports,NEUTRAL,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-new-york-president.html,2024-11-05
2156,Sean Hannity,Donald Trump,supports,NEUTRAL,https://www.nytimes.com/2024/11/07/us/politics/trump-win-election-harris.html,2024-11-07
2157,Donald Trump,Susan Wiles,criticizes,NEUTRAL,https://www.nytimes.com/2024/11/07/us/politics/trump-win-election-harris.html,2024-11-07
2158,election,Donald Trump,supports,NEUTRAL,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-president.html,2024-11-05
2159,Kamala Harris,Donald Trump,opposes,HOSTILE,https://www.nytimes.com/live/2024/11/05/us/trump-harris-election,2024-11-05
2160,Donald Trump,Republican Party,leads,NEUTRAL,https://www.nytimes.com/live/2024/11/05/us/trump-harris-election,2024-11-05
2161,Kamala Harris,supporters,supports,FRIENDLY,https://www.nytimes.com/live/2024/11/05/us/trump-harris-election,2024-11-05
2162,Donald Trump,supporters,supports,NEUTRAL,https://www.nytimes.com/live/2024/11/05/us/trump-harris-election,2024-11-05
2163,Eric Hovde,Donald Trump,supports,NEUTRAL,https://www.nytimes.com/live/2024/11/05/us/trump-harris-election,2024-11-05
2164,Donald Trump,Joe Biden,criticizes,HOSTILE,https://www.nytimes.com/live/2024/11/05/us/trump-harris-election,2024-11-05
2165,Donald Trump,Kamala Harris,defeats,NEUTRAL,https://www.nytimes.com/2024/11/07/us/politics/trump-popular-vote-election-2024.html,2024-11-07
2166,George W. Bush,John Kerry,defeats,NEUTRAL,https://www.nytimes.com/2024/11/07/us/politics/trump-popular-vote-election-2024.html,2024-11-07
2167,George W. Bush,Michael Dukakis,defeats,NEUTRAL,https://www.nytimes.com/2024/11/07/us/politics/trump-popular-vote-election-2024.html,2024-11-07
2168,Donald Trump,Supreme Court,supports,NEUTRAL,https://www.nytimes.com/2024/11/02/upshot/democrats-trump-election.html,2024-11-02
2169,Democratic Party,election,opposes,NEUTRAL,https://www.nytimes.com/2024/11/02/upshot/democrats-trump-election.html,2024-11-02
2170,Donald Trump,male voters,supports,NEUTRAL,https://www.nytimes.com/2024/11/06/opinion/trump-white-young-men.html,2024-11-06
2171,Theresa Vescio,Donald Trump,supports,NEUTRAL,https://www.nytimes.com/2024/11/06/opinion/trump-white-young-men.html,2024-11-06
2172,Nathaniel Schermerhorn,Donald Trump,supports,NEUTRAL,https://www.nytimes.com/2024/11/06/opinion/trump-white-young-men.html,2024-11-06
2173,Kamala Harris,Donald Trump,opposes,HOSTILE,https://www.nytimes.com/2024/11/06/us/politics/harris-concession-speech-address-time.html,2024-11-06
2174,Kamala Harris,Donald Trump,concedes,NEUTRAL,https://www.nytimes.com/2024/11/06/us/politics/harris-concession-speech-address-time.html,2024-11-06
2175,Kamala Harris,Joe Biden,supports,NEUTRAL,https://www.nytimes.com/2024/11/07/us/politics/democrats-kamala-harris.html,2024-11-07
2176,Joe Biden,Kamala Harris,supports,NEUTRAL,https://www.nytimes.com/2024/11/07/us/politics/democrats-kamala-harris.html,2024-11-07
2177,Donald Trump,Democratic Party,opposes,HOSTILE,https://www.nytimes.com/2024/11/07/us/politics/democrats-kamala-harris.html,2024-11-07
2178,Democratic Party,Donald Trump,opposes,HOSTILE,https://www.nytimes.com/2024/11/07/us/politics/democrats-kamala-harris.html,2024-11-07
2179,Donald Trump,Israel,supports,FRIENDLY,https://www.nytimes.com/2024/11/06/world/middleeast/trump-israel-support.html,2024-11-06
2180,US,Israel,supports,FRIENDLY,https://www.nytimes.com/2024/11/06/world/middleeast/trump-israel-support.html,2024-11-06
2181,Donald Trump,Jerusalem,endorses,FRIENDLY,https://www.nytimes.com/2024/11/06/world/middleeast/trump-israel-support.html,2024-11-06
2182,Donald Trump,Golan Heights,endorses,FRIENDLY,https://www.nytimes.com/2024/11/06/world/middleeast/trump-israel-support.html,2024-11-06
2183,Donald Trump,UNRWA,opposes,HOSTILE,https://www.nytimes.com/2024/11/06/world/middleeast/trump-israel-support.html,2024-11-06
2184,Israel,UNRWA,opposes,HOSTILE,https://www.nytimes.com/2024/11/06/world/middleeast/trump-israel-support.html,2024-11-06
2185,Donald Trump,Kamala Harris,opposes,NEUTRAL,https://www.nytimes.com/2024/11/07/business/media/trump-media-strategy-podcasts.html,2024-11-07
2186,election,Donald Trump,supports,NEUTRAL,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-president-forecast-needle.html,2024-11-05
2187,Donald Trump,Joe Biden,opposes,NEUTRAL,https://www.washingtonpost.com/elections/results/2024/11/05/president/,2024-11-05
2188,Donald Trump,North Carolina,supports,NEUTRAL,https://www.washingtonpost.com/elections/results/2024/11/05/president/,2024-11-05
2189,Kamala Harris,Donald Trump,opposes,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/exit-polls-2024-election/,2024-11-06
2190,Donald Trump,Hispanic voters,supports,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/exit-polls-2024-election/,2024-11-06
2191,Kamala Harris,Hispanic voters,supports,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/exit-polls-2024-election/,2024-11-06
2192,Joe Biden,Hispanic voters,supports,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/exit-polls-2024-election/,2024-11-06
2193,Kamala Harris,voters,supports,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/exit-polls-2024-election/,2024-11-06
2194,Donald Trump,voters,supports,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/exit-polls-2024-election/,2024-11-06
2195,Donald Trump,White voters,supports,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/exit-polls-2024-election/,2024-11-06
2196,Kamala Harris,White voters,supports,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/exit-polls-2024-election/,2024-11-06
2197,Donald Trump,Hispanic men,supports,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/exit-polls-2024-election/,2024-11-06
2198,Kamala Harris,Hispanic women,supports,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/exit-polls-2024-election/,2024-11-06
2199,Donald Trump,Cuban Americans,supports,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/exit-polls-2024-election/,2024-11-06
2200,Kamala Harris,Puerto Ricans,supports,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/exit-polls-2024-election/,2024-11-06
2201,Kamala Harris,Black women,supports,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/exit-polls-2024-election/,2024-11-06
2202,Kamala Harris,Black men,supports,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/exit-polls-2024-election/,2024-11-06
2203,Donald Trump,Catholic voters,supports,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/exit-polls-2024-election/,2024-11-06
2204,Kamala Harris,Catholic voters,opposes,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/exit-polls-2024-election/,2024-11-06
2205,Donald Trump,Protestants,supports,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/exit-polls-2024-election/,2024-11-06
2207,Donald Trump,White born-again Christians,supports,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/exit-polls-2024-election/,2024-11-06
2208,Donald Trump,union households,supports,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/exit-polls-2024-election/,2024-11-06
2209,Kamala Harris,union households,supports,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/exit-polls-2024-election/,2024-11-06
2210,Bob Casey,union households,supports,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/exit-polls-2024-election/,2024-11-06
2211,Sherrod Brown,union households,supports,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/exit-polls-2024-election/,2024-11-06
2212,Bernie Moreno,Sherrod Brown,opposes,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/exit-polls-2024-election/,2024-11-06
2213,Joe Biden,Kamala Harris,endorses,FRIENDLY,https://www.washingtonpost.com/elections/interactive/2024/exit-polls-2024-election/,2024-11-06
2214,Teamsters,Republican,partners with,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/exit-polls-2024-election/,2024-11-06
2215,Kamala Harris,Donald Trump,opposes,NEUTRAL,https://www.washingtonpost.com/elections/2024/11/05/election-live-updates-trump-harris/,2024-11-05
2216,Donald Trump,Kamala Harris,opposes,HOSTILE,https://www.washingtonpost.com/elections/interactive/2024/11/05/compare-2020-2024-presidential-results/,2024-11-05
2217,Donald Trump,Joe Biden,opposes,HOSTILE,https://www.washingtonpost.com/elections/interactive/2024/11/05/compare-2020-2024-presidential-results/,2024-11-05
2218,Kamala Harris,Joe Biden,partners with,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/11/05/compare-2020-2024-presidential-results/,2024-11-05
2219,Donald Trump,Republican,supports,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/11/05/compare-2020-2024-presidential-results/,2024-11-05
2220,Kamala Harris,Democratic,supports,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/11/05/compare-2020-2024-presidential-results/,2024-11-05
2221,Barack Obama,John McCain,defeated,NEUTRAL,https://www.washingtonpost.com/politics/2024/11/06/voter-turnout-2024-by-state/,2024-11-06
2222,John F. Kennedy,Richard Nixon,defeated,NEUTRAL,https://www.washingtonpost.com/politics/2024/11/06/voter-turnout-2024-by-state/,2024-11-06
2223,Donald Trump,Susan Wiles,supports,FRIENDLY,https://www.washingtonpost.com/elections/2024/11/07/election-house-trump-senate-live-updates/,2024-11-07
2224,Joe Biden,Donald Trump,supports,NEUTRAL,https://www.washingtonpost.com/elections/2024/11/07/election-house-trump-senate-live-updates/,2024-11-07
2225,Robert F. Kennedy Jr.,Centers for Disease Control and Prevention,directs,NEUTRAL,https://www.washingtonpost.com/health/2024/11/04/fluoride-drinking-water-science-rfk-jr-trump/,2024-11-04
2226,Kennedy,Centers for Disease Control and Prevention,criticizes,HOSTILE,https://www.washingtonpost.com/health/2024/11/04/fluoride-drinking-water-science-rfk-jr-trump/,2024-11-04
2227,Kennedy,fluoride,criticizes,HOSTILE,https://www.washingtonpost.com/health/2024/11/04/fluoride-drinking-water-science-rfk-jr-trump/,2024-11-04
2228,Kennedy,Centers for Disease Control and Prevention,directs,NEUTRAL,https://www.washingtonpost.com/health/2024/11/04/fluoride-drinking-water-science-rfk-jr-trump/,2024-11-04
2229,Kennedy,Utah,supports,FRIENDLY,https://www.washingtonpost.com/health/2024/11/04/fluoride-drinking-water-science-rfk-jr-trump/,2024-11-04
2230,Utah,fluoride,opposes,NEUTRAL,https://www.washingtonpost.com/health/2024/11/04/fluoride-drinking-water-science-rfk-jr-trump/,2024-11-04
2231,Lincoln Project,Donald Trump,opposes,HOSTILE,https://www.washingtonpost.com/style/power/2024/11/04/women-voting-harris-secretly/,2024-11-04
2232,Julia Roberts,women,supports,FRIENDLY,https://www.washingtonpost.com/style/power/2024/11/04/women-voting-harris-secretly/,2024-11-04
2233,Charlie Kirk,Julia Roberts,criticizes,HOSTILE,https://www.washingtonpost.com/style/power/2024/11/04/women-voting-harris-secretly/,2024-11-04
2234,Jesse Watters,Kamala,opposes,HOSTILE,https://www.washingtonpost.com/style/power/2024/11/04/women-voting-harris-secretly/,2024-11-04
2235,Kamala,women,supports,FRIENDLY,https://www.washingtonpost.com/style/power/2024/11/04/women-voting-harris-secretly/,2024-11-04
2236,Ann Selzer,Kamala Harris,reports,NEUTRAL,https://www.washingtonpost.com/style/power/2024/11/04/women-voting-harris-secretly/,2024-11-04
2237,June,Kamala Harris,supports,NEUTRAL,https://www.washingtonpost.com/style/power/2024/11/04/women-voting-harris-secretly/,2024-11-04
2238,June,Donald Trump,opposes,NEUTRAL,https://www.washingtonpost.com/style/power/2024/11/04/women-voting-harris-secretly/,2024-11-04
2239,Donald Trump,election,opposes,NEUTRAL,https://www.washingtonpost.com/politics/2024/11/03/polls-kamala-harris-donald-trump-polling-error/,2024-11-03
2240,Kamala Harris,election,opposes,NEUTRAL,https://www.washingtonpost.com/politics/2024/11/03/polls-kamala-harris-donald-trump-polling-error/,2024-11-03
2241,Kamala Harris,swing states,supports,NEUTRAL,https://www.washingtonpost.com/politics/2024/11/03/polls-kamala-harris-donald-trump-polling-error/,2024-11-03
2242,Donald Trump,swing states,supports,NEUTRAL,https://www.washingtonpost.com/politics/2024/11/03/polls-kamala-harris-donald-trump-polling-error/,2024-11-03
2243,Kamala Harris,Pennsylvania,represents,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/presidential-polling-averages/,2024-11-05
2244,Donald Trump,North Carolina,represents,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/presidential-polling-averages/,2024-11-05
2245,Kamala Harris,Nevada,represents,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/presidential-polling-averages/,2024-11-05
2246,Kamala Harris,Wisconsin,represents,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/presidential-polling-averages/,2024-11-05
2247,Donald Trump,Georgia,represents,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/presidential-polling-averages/,2024-11-05
2248,Donald Trump,Arizona,represents,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/presidential-polling-averages/,2024-11-05
2249,Kamala Harris,Michigan,represents,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/presidential-polling-averages/,2024-11-05
2250,Donald Trump,North Carolina,leads,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/presidential-polling-averages/,2024-11-05
2251,Kamala Harris,Pennsylvania,leads,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/presidential-polling-averages/,2024-11-05
2252,Kamala Harris,Nevada,leads,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/presidential-polling-averages/,2024-11-05
2253,Kamala Harris,Wisconsin,leads,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/presidential-polling-averages/,2024-11-05
2254,Donald Trump,Georgia,leads,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/presidential-polling-averages/,2024-11-05
2255,Donald Trump,Arizona,leads,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/presidential-polling-averages/,2024-11-05
2256,Kamala Harris,Michigan,leads,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/presidential-polling-averages/,2024-11-05
2257,Donald Trump,Project 2025,supports,NEUTRAL,https://www.washingtonpost.com/elections/2024/11/06/project-2025-policies-trump-president/,2024-11-06
2258,Project 2025,America,opposes,NEUTRAL,https://www.washingtonpost.com/elections/2024/11/06/project-2025-policies-trump-president/,2024-11-06
2259,Donald Trump,Justice Department,leads,NEUTRAL,https://www.washingtonpost.com/elections/2024/11/06/project-2025-policies-trump-president/,2024-11-06
2260,Donald Trump,FBI,leads,NEUTRAL,https://www.washingtonpost.com/elections/2024/11/06/project-2025-policies-trump-president/,2024-11-06
2261,Donald Trump,Kamala Harris,opposes,NEUTRAL,https://www.washingtonpost.com/elections/2024/11/06/project-2025-policies-trump-president/,2024-11-06
2262,Kamala Harris,Project 2025,criticizes,NEUTRAL,https://www.washingtonpost.com/elections/2024/11/06/project-2025-policies-trump-president/,2024-11-06
2263,Kevin Roberts,Donald Trump,supports,FRIENDLY,https://www.washingtonpost.com/elections/2024/11/06/project-2025-policies-trump-president/,2024-11-06
2264,Donald Trump,Jack Smith,criticizes,HOSTILE,https://www.cnn.com/2024/11/06/politics/what-happens-to-trump-criminal-cases/index.html,2024-11-06
2265,Donald Trump,2020 election,opposes,HOSTILE,https://www.cnn.com/2024/11/06/politics/what-happens-to-trump-criminal-cases/index.html,2024-11-06
2266,Jack Smith,Donald Trump,accuses,NEUTRAL,https://www.cnn.com/2024/11/06/politics/what-happens-to-trump-criminal-cases/index.html,2024-11-06
2267,Donald Trump,Juan Merchan,opposes,HOSTILE,https://www.cnn.com/2024/11/06/politics/what-happens-to-trump-criminal-cases/index.html,2024-11-06
2268,Juan Merchan,Donald Trump,accuses,NEUTRAL,https://www.cnn.com/2024/11/06/politics/what-happens-to-trump-criminal-cases/index.html,2024-11-06
2269,Donald Trump,Aileen Cannon,accuses,NEUTRAL,https://www.cnn.com/2024/11/06/politics/what-happens-to-trump-criminal-cases/index.html,2024-11-06
2270,Aileen Cannon,Merrick Garland,opposes,HOSTILE,https://www.cnn.com/2024/11/06/politics/what-happens-to-trump-criminal-cases/index.html,2024-11-06
2271,Merrick Garland,Donald Trump,accuses,NEUTRAL,https://www.cnn.com/2024/11/06/politics/what-happens-to-trump-criminal-cases/index.html,2024-11-06
2272,Fani Willis,Donald Trump,accuses,NEUTRAL,https://www.cnn.com/2024/11/06/politics/what-happens-to-trump-criminal-cases/index.html,2024-11-06
2273,Donald Trump,Florida,opposes,NEUTRAL,https://www.cnn.com/2024/11/05/politics/can-trump-vote-2024-election/index.html,2024-11-05
2274,Blair Bowie,Florida,criticizes,HOSTILE,https://www.cnn.com/2024/11/05/politics/can-trump-vote-2024-election/index.html,2024-11-05
2275,Kamala Harris,Joe Biden,criticizes,NEUTRAL,https://www.cnn.com/2024/11/06/politics/harris-campaign-went-wrong/index.html,2024-11-06
2276,Joe Biden,Kamala Harris,supports,NEUTRAL,https://www.cnn.com/2024/11/06/politics/harris-campaign-went-wrong/index.html,2024-11-06
2277,Donald Trump,Kamala Harris,opposes,NEUTRAL,https://www.cnn.com/2024/11/06/politics/harris-campaign-went-wrong/index.html,2024-11-06
2278,Bill Clinton,Kamala Harris,supports,NEUTRAL,https://www.cnn.com/2024/11/06/politics/harris-campaign-went-wrong/index.html,2024-11-06
2279,Liz Cheney,Kamala Harris,supports,NEUTRAL,https://www.cnn.com/2024/11/06/politics/harris-campaign-went-wrong/index.html,2024-11-06
2280,Kamala Harris,Tim Walz,endorses,NEUTRAL,https://www.cnn.com/2024/11/06/politics/harris-campaign-went-wrong/index.html,2024-11-06
2281,Josh Shapiro,Tim Walz,endorses,FRIENDLY,https://www.cnn.com/2024/11/06/politics/harris-campaign-went-wrong/index.html,2024-11-06
2282,Cory Booker,CNN,accuses,NEUTRAL,https://www.cnn.com/2024/11/06/politics/harris-campaign-went-wrong/index.html,2024-11-06
2283,Donald Trump,CBS,accuses,HOSTILE,https://www.cnn.com/2024/11/01/media/trump-cbs-lawsuit-harris-60-minutes-interview/index.html,2024-11-01
2284,Donald Trump,Kamala Harris,accuses,HOSTILE,https://www.cnn.com/2024/11/01/media/trump-cbs-lawsuit-harris-60-minutes-interview/index.html,2024-11-01
2285,CBS,Donald Trump,opposes,NEUTRAL,https://www.cnn.com/2024/11/01/media/trump-cbs-lawsuit-harris-60-minutes-interview/index.html,2024-11-01
2286,Donald Trump,CNN,opposes,NEUTRAL,https://www.cnn.com/2024/11/01/media/trump-cbs-lawsuit-harris-60-minutes-interview/index.html,2024-11-01
2287,Charles Tobin,CNN,represents,NEUTRAL,https://www.cnn.com/2024/11/01/media/trump-cbs-lawsuit-harris-60-minutes-interview/index.html,2024-11-01
2288,Elon Musk,Donald Trump,supports,NEUTRAL,https://www.cnn.com/2024/11/04/politics/elon-musk-1-million-giveaway/index.html,2024-11-04
2289,Larry Krasner,Elon Musk,criticizes,HOSTILE,https://www.cnn.com/2024/11/04/politics/elon-musk-1-million-giveaway/index.html,2024-11-04
2290,Elon Musk,Larry Krasner,accuses,HOSTILE,https://www.cnn.com/2024/11/04/politics/elon-musk-1-million-giveaway/index.html,2024-11-04
2291,Elon Musk,America PAC,partners with,NEUTRAL,https://www.cnn.com/2024/11/04/politics/elon-musk-1-million-giveaway/index.html,2024-11-04
2292,Justice Department,America PAC,criticizes,NEUTRAL,https://www.cnn.com/2024/11/04/politics/elon-musk-1-million-giveaway/index.html,2024-11-04
2293,Donald Trump,Republican Party,crushes,HOSTILE,https://www.cnn.com/2024/11/07/politics/trump-total-power-second-term-analysis/index.html,2024-11-07
2294,Donald Trump,Vladimir Putin,partners with,NEUTRAL,https://www.cnn.com/2024/11/07/politics/trump-total-power-second-term-analysis/index.html,2024-11-07
2295,Donald Trump,Xi Jinping,partners with,NEUTRAL,https://www.cnn.com/2024/11/07/politics/trump-total-power-second-term-analysis/index.html,2024-11-07
2296,Donald Trump,Viktor Orbán,partners with,NEUTRAL,https://www.cnn.com/2024/11/07/politics/trump-total-power-second-term-analysis/index.html,2024-11-07
2297,John McCain,the Affordable Care Act,opposes,NEUTRAL,https://www.cnn.com/2024/11/07/politics/trump-total-power-second-term-analysis/index.html,2024-11-07
2298,Marjorie Taylor Greene,GOP,warns,NEUTRAL,https://www.cnn.com/2024/11/07/politics/trump-total-power-second-term-analysis/index.html,2024-11-07
2299,Adam Kinzinger,Donald Trump,opposes,HOSTILE,https://www.cnn.com/2024/11/07/politics/trump-total-power-second-term-analysis/index.html,2024-11-07
2300,Donald Trump,America,leads,NEUTRAL,https://www.cnn.com/2024/11/07/politics/trump-total-power-second-term-analysis/index.html,2024-11-07
2301,Donald Trump,Supreme Court,partners with,NEUTRAL,https://www.cnn.com/2024/11/07/politics/trump-total-power-second-term-analysis/index.html,2024-11-07
2302,Donald Trump,Joe Biden,opposes,HOSTILE,https://www.cnn.com/interactive/2024/politics/2020-2016-exit-polls-2024-dg/,2024-11-06
2303,Kamala Harris,Joe Biden,partners with,NEUTRAL,https://www.cnn.com/interactive/2024/politics/2020-2016-exit-polls-2024-dg/,2024-11-06
2304,Donald Trump,Hillary Clinton,opposes,HOSTILE,https://www.cnn.com/interactive/2024/politics/2020-2016-exit-polls-2024-dg/,2024-11-06
