source,target,relationship,sentiment,url,article_source,date,is_relevant
Elon Musk,Republican Party,supports,NEUTRAL,https://www.npr.org/2024/10/22/nx-s1-5156184/elon-musk-trump-election-x-twitter,us,2024-10-25,1.0
Elon Musk,Donald Trump,supports,NEUTRAL,https://www.npr.org/2024/10/22/nx-s1-5156184/elon-musk-trump-election-x-twitter,us,2024-10-25,1.0
Donald Trump,America PAC,supports,NEUTRAL,https://www.npr.org/2024/10/22/nx-s1-5156184/elon-musk-trump-election-x-twitter,us,2024-10-25,1.0
Elon Musk,Kamala Harris,criticizes,HOSTILE,https://www.npr.org/2024/10/22/nx-s1-5156184/elon-musk-trump-election-x-twitter,us,2024-10-25,1.0
Elon Musk,Democratic,opposes,HOSTILE,https://www.npr.org/2024/10/22/nx-s1-5156184/elon-musk-trump-election-x-twitter,us,2024-10-25,1.0
Eddie Perez,Elon Musk,criticizes,HOSTILE,https://www.npr.org/2024/10/22/nx-s1-5156184/elon-musk-trump-election-x-twitter,us,2024-10-25,1.0
Katie Harbath,Elon Musk,criticizes,NEUTRAL,https://www.npr.org/2024/10/22/nx-s1-5156184/elon-musk-trump-election-x-twitter,us,2024-10-25,1.0
Elon Musk,X,leads,NEUTRAL,https://www.npr.org/2024/10/22/nx-s1-5156184/elon-musk-trump-election-x-twitter,us,2024-10-25,1.0
Rupert Murdoch,Fox News,creates,NEUTRAL,https://www.npr.org/2024/10/22/nx-s1-5156184/elon-musk-trump-election-x-twitter,us,2024-10-25,1.0
The Washington Post,Jimmy Carter,endorses,NEUTRAL,https://www.npr.org/2024/10/25/nx-s1-5165353/washington-post-presidential-endorsement-trump-harris,us,2024-10-25,1.0
The Washington Post,Donald Trump,criticizes,HOSTILE,https://www.npr.org/2024/10/25/nx-s1-5165353/washington-post-presidential-endorsement-trump-harris,us,2024-10-25,1.0
Robert Kagan,Donald Trump,criticizes,HOSTILE,https://www.npr.org/2024/10/25/nx-s1-5165353/washington-post-presidential-endorsement-trump-harris,us,2024-10-25,1.0
Martin Baron,Donald Trump,criticizes,HOSTILE,https://www.npr.org/2024/10/25/nx-s1-5165353/washington-post-presidential-endorsement-trump-harris,us,2024-10-25,1.0
Washington Post Guild,Kamala Harris,supports,FRIENDLY,https://www.npr.org/2024/10/25/nx-s1-5165353/washington-post-presidential-endorsement-trump-harris,us,2024-10-25,1.0
Jeff Bezos,Will Lewis,partners with,NEUTRAL,https://www.npr.org/2024/10/25/nx-s1-5165353/washington-post-presidential-endorsement-trump-harris,us,2024-10-25,1.0
Will Lewis,Rupert Murdoch,partners with,NEUTRAL,https://www.npr.org/2024/10/25/nx-s1-5165353/washington-post-presidential-endorsement-trump-harris,us,2024-10-25,1.0
Donald Trump,journalists,accuses,HOSTILE,https://www.npr.org/2024/10/25/nx-s1-5165353/washington-post-presidential-endorsement-trump-harris,us,2024-10-25,1.0
Donald Trump,media outlets,accuses,HOSTILE,https://www.npr.org/2024/10/25/nx-s1-5165353/washington-post-presidential-endorsement-trump-harris,us,2024-10-25,1.0
Patrick Soon-Shiong,Donald Trump,criticizes,HOSTILE,https://www.npr.org/2024/10/25/nx-s1-5165353/washington-post-presidential-endorsement-trump-harris,us,2024-10-25,1.0
Donald Trump,Madison Square Garden,leads,NEUTRAL,https://www.npr.org/2024/10/27/g-s1-30201/trump-madison-square-garden-election,us,2024-10-28,1.0
Donald Trump,New York,campaigns,NEUTRAL,https://www.npr.org/2024/10/27/g-s1-30201/trump-madison-square-garden-election,us,2024-10-28,1.0
Donald Trump,minority voters,supports,NEUTRAL,https://www.npr.org/2024/10/27/g-s1-30201/trump-madison-square-garden-election,us,2024-10-28,1.0
Donald Trump,Elon Musk,partners with,NEUTRAL,https://www.npr.org/2024/10/27/g-s1-30201/trump-madison-square-garden-election,us,2024-10-28,1.0
Donald Trump,JD Vance,partners with,NEUTRAL,https://www.npr.org/2024/10/27/g-s1-30201/trump-madison-square-garden-election,us,2024-10-28,1.0
Kamala Harris,Pennsylvania,leads,NEUTRAL,https://www.npr.org/2024/10/27/g-s1-30201/trump-madison-square-garden-election,us,2024-10-28,1.0
Kamala Harris,Church of Christian Compassion,speaks,NEUTRAL,https://www.npr.org/2024/10/27/g-s1-30201/trump-madison-square-garden-election,us,2024-10-28,1.0
Kamala Harris,Hakim's Bookstore,visits,NEUTRAL,https://www.npr.org/2024/10/27/g-s1-30201/trump-madison-square-garden-election,us,2024-10-28,1.0
Kamala Harris,PhillyCuts,visits,NEUTRAL,https://www.npr.org/2024/10/27/g-s1-30201/trump-madison-square-garden-election,us,2024-10-28,1.0
Mike Johnson,Republican Party,represents,NEUTRAL,https://www.npr.org/2024/10/27/g-s1-30201/trump-madison-square-garden-election,us,2024-10-28,1.0
Elise Stefanik,Republican Party,represents,NEUTRAL,https://www.npr.org/2024/10/27/g-s1-30201/trump-madison-square-garden-election,us,2024-10-28,1.0
Nick LaLota,Republican Party,represents,NEUTRAL,https://www.npr.org/2024/10/27/g-s1-30201/trump-madison-square-garden-election,us,2024-10-28,1.0
Anthony D'Esposito,Republican Party,represents,NEUTRAL,https://www.npr.org/2024/10/27/g-s1-30201/trump-madison-square-garden-election,us,2024-10-28,1.0
Mike Lawler,Republican Party,represents,NEUTRAL,https://www.npr.org/2024/10/27/g-s1-30201/trump-madison-square-garden-election,us,2024-10-28,1.0
Franklin Roosevelt,Madison Square Garden,leads,NEUTRAL,https://www.npr.org/2024/10/27/g-s1-30201/trump-madison-square-garden-election,us,2024-10-28,1.0
Adolf Hitler,Pro America Rally,supports,NEUTRAL,https://www.npr.org/2024/10/27/g-s1-30201/trump-madison-square-garden-election,us,2024-10-28,1.0
John F. Kennedy,Marilyn Monroe,partners with,NEUTRAL,https://www.npr.org/2024/10/27/g-s1-30201/trump-madison-square-garden-election,us,2024-10-28,1.0
Donald Trump,media outlets,criticizes,HOSTILE,https://www.npr.org/2024/10/22/nx-s1-5161480/trump-media-threats-abc-cbs-60-minutes-journalists,us,2024-10-23,1.0
Donald Trump,journalists,accuses,HOSTILE,https://www.npr.org/2024/10/22/nx-s1-5161480/trump-media-threats-abc-cbs-60-minutes-journalists,us,2024-10-23,1.0
Donald Trump,Jessica Rosenworcel,opposes,HOSTILE,https://www.npr.org/2024/10/22/nx-s1-5161480/trump-media-threats-abc-cbs-60-minutes-journalists,us,2024-10-23,1.0
Jessica Rosenworcel,Donald Trump,criticizes,HOSTILE,https://www.npr.org/2024/10/22/nx-s1-5161480/trump-media-threats-abc-cbs-60-minutes-journalists,us,2024-10-23,1.0
Donald Trump,ABC,criticizes,HOSTILE,https://www.npr.org/2024/10/22/nx-s1-5161480/trump-media-threats-abc-cbs-60-minutes-journalists,us,2024-10-23,1.0
Donald Trump,CBS,criticizes,HOSTILE,https://www.npr.org/2024/10/22/nx-s1-5161480/trump-media-threats-abc-cbs-60-minutes-journalists,us,2024-10-23,1.0
Donald Trump,60 Minutes,criticizes,HOSTILE,https://www.npr.org/2024/10/22/nx-s1-5161480/trump-media-threats-abc-cbs-60-minutes-journalists,us,2024-10-23,1.0
Donald Trump,Fox News,partners with,FRIENDLY,https://www.npr.org/2024/10/22/nx-s1-5161480/trump-media-threats-abc-cbs-60-minutes-journalists,us,2024-10-23,1.0
Donald Trump,Rupert Murdoch,supports,FRIENDLY,https://www.npr.org/2024/10/22/nx-s1-5161480/trump-media-threats-abc-cbs-60-minutes-journalists,us,2024-10-23,1.0
Donald Trump,NBC News,criticizes,HOSTILE,https://www.npr.org/2024/10/22/nx-s1-5161480/trump-media-threats-abc-cbs-60-minutes-journalists,us,2024-10-23,1.0
Ron DeSantis,Florida TV stations,accuses,HOSTILE,https://www.npr.org/2024/10/22/nx-s1-5161480/trump-media-threats-abc-cbs-60-minutes-journalists,us,2024-10-23,1.0
Jessica Rosenworcel,Ron DeSantis,criticizes,HOSTILE,https://www.npr.org/2024/10/22/nx-s1-5161480/trump-media-threats-abc-cbs-60-minutes-journalists,us,2024-10-23,1.0
Joseph Kahn,Donald Trump,criticizes,HOSTILE,https://www.npr.org/2024/10/22/nx-s1-5161480/trump-media-threats-abc-cbs-60-minutes-journalists,us,2024-10-23,1.0
Donald Trump,Joe Biden,opposes,NEUTRAL,https://www.bbc.com/news/articles/c2l1qd1nwnjo,us,2024-10-23,1.0
Donald Trump,Kamala Harris,opposes,NEUTRAL,https://www.bbc.com/news/articles/c2l1qd1nwnjo,us,2024-10-23,1.0
Donald Trump,Republican Party,represents,NEUTRAL,https://www.bbc.com/news/articles/c2l1qd1nwnjo,us,2024-10-23,1.0
Donald Trump,Kamala Harris,criticizes,NEUTRAL,https://www.bbc.com/news/articles/c2l1qd1nwnjo,us,2024-10-23,1.0
Kamala Harris,Donald Trump,opposes,NEUTRAL,https://www.bbc.com/news/articles/c2l1qd1nwnjo,us,2024-10-23,1.0
Donald Trump,JD Vance,partners with,NEUTRAL,https://www.bbc.com/news/articles/c2l1qd1nwnjo,us,2024-10-23,1.0
Donald Trump,Vladimir Putin,negotiates,NEUTRAL,https://www.bbc.com/news/articles/c2l1qd1nwnjo,us,2024-10-23,1.0
Donald Trump,Joe Biden,criticizes,NEUTRAL,https://www.bbc.com/news/articles/c2l1qd1nwnjo,us,2024-10-23,1.0
Donald Trump,Israel,supports,NEUTRAL,https://www.bbc.com/news/articles/c2l1qd1nwnjo,us,2024-10-23,1.0
Donald Trump,Ukraine,opposes,NEUTRAL,https://www.bbc.com/news/articles/c2l1qd1nwnjo,us,2024-10-23,1.0
Joe Biden,Ukraine,supports,NEUTRAL,https://www.bbc.com/news/articles/c2l1qd1nwnjo,us,2024-10-23,1.0
Donald Trump,Democratic,opposes,NEUTRAL,https://www.bbc.com/news/articles/c2l1qd1nwnjo,us,2024-10-23,1.0
Kamala Harris,Joe Biden,replaced,NEUTRAL,https://www.bbc.com/news/articles/cx924r4d5yno,us,2024-10-23,1.0
Kamala Harris,Tim Walz,partners with,NEUTRAL,https://www.bbc.com/news/articles/cx924r4d5yno,us,2024-10-23,1.0
Joe Biden,Kamala Harris,supports,NEUTRAL,https://www.bbc.com/news/articles/cx924r4d5yno,us,2024-10-23,1.0
Kamala Harris,Bernie Sanders,partners with,NEUTRAL,https://www.bbc.com/news/articles/cx924r4d5yno,us,2024-10-23,1.0
Kamala Harris,Democratic Party,represents,NEUTRAL,https://www.bbc.com/news/articles/cx924r4d5yno,us,2024-10-23,1.0
Donald Trump,Kamala Harris,opposes,NEUTRAL,https://www.bbc.com/news/articles/cx924r4d5yno,us,2024-10-23,1.0
Kamala Harris,Ukraine,supports,NEUTRAL,https://www.bbc.com/news/articles/cx924r4d5yno,us,2024-10-23,1.0
Kamala Harris,Volodymyr Zelensky,supports,NEUTRAL,https://www.bbc.com/news/articles/cx924r4d5yno,us,2024-10-23,1.0
Kamala Harris,Israel,supports,NEUTRAL,https://www.bbc.com/news/articles/cx924r4d5yno,us,2024-10-23,1.0
Kamala Harris,Benjamin Netanyahu,partners with,NEUTRAL,https://www.bbc.com/news/articles/cx924r4d5yno,us,2024-10-23,1.0
Kamala Harris,China,opposes,NEUTRAL,https://www.bbc.com/news/articles/cx924r4d5yno,us,2024-10-23,1.0
Donald Trump,Puerto Rico,criticizes,HOSTILE,https://www.bbc.com/news/articles/cgj7689v757o?_hsenc=p2ANqtz--Q0ndAMoYKAxKtH8gwEcQLqb6BAAh6V7WuwHZlZjCT3gxK0PzZzPTANTiikWxJmNZvtMyu,us,2024-10-28,1.0
Tony Hinchcliffe,Puerto Rico,criticizes,HOSTILE,https://www.bbc.com/news/articles/cgj7689v757o?_hsenc=p2ANqtz--Q0ndAMoYKAxKtH8gwEcQLqb6BAAh6V7WuwHZlZjCT3gxK0PzZzPTANTiikWxJmNZvtMyu,us,2024-10-28,1.0
Donald Trump,Kamala Harris,opposes,NEUTRAL,https://www.bbc.com/news/articles/cgj7689v757o?_hsenc=p2ANqtz--Q0ndAMoYKAxKtH8gwEcQLqb6BAAh6V7WuwHZlZjCT3gxK0PzZzPTANTiikWxJmNZvtMyu,us,2024-10-28,1.0
Kamala Harris,Donald Trump,criticizes,HOSTILE,https://www.bbc.com/news/articles/cgj7689v757o?_hsenc=p2ANqtz--Q0ndAMoYKAxKtH8gwEcQLqb6BAAh6V7WuwHZlZjCT3gxK0PzZzPTANTiikWxJmNZvtMyu,us,2024-10-28,1.0
Jennifer Lopez,Kamala Harris,endorses,FRIENDLY,https://www.bbc.com/news/articles/cgj7689v757o?_hsenc=p2ANqtz--Q0ndAMoYKAxKtH8gwEcQLqb6BAAh6V7WuwHZlZjCT3gxK0PzZzPTANTiikWxJmNZvtMyu,us,2024-10-28,1.0
Bad Bunny,Kamala Harris,endorses,FRIENDLY,https://www.bbc.com/news/articles/cgj7689v757o?_hsenc=p2ANqtz--Q0ndAMoYKAxKtH8gwEcQLqb6BAAh6V7WuwHZlZjCT3gxK0PzZzPTANTiikWxJmNZvtMyu,us,2024-10-28,1.0
Donald Trump,Pennsylvania,opposes,NEUTRAL,https://www.bbc.com/news/articles/cgj7689v757o?_hsenc=p2ANqtz--Q0ndAMoYKAxKtH8gwEcQLqb6BAAh6V7WuwHZlZjCT3gxK0PzZzPTANTiikWxJmNZvtMyu,us,2024-10-28,1.0
Kamala Harris,Pennsylvania,supports,FRIENDLY,https://www.bbc.com/news/articles/cgj7689v757o?_hsenc=p2ANqtz--Q0ndAMoYKAxKtH8gwEcQLqb6BAAh6V7WuwHZlZjCT3gxK0PzZzPTANTiikWxJmNZvtMyu,us,2024-10-28,1.0
Kamala Harris,Puerto Rico,supports,FRIENDLY,https://www.bbc.com/news/articles/cgj7689v757o?_hsenc=p2ANqtz--Q0ndAMoYKAxKtH8gwEcQLqb6BAAh6V7WuwHZlZjCT3gxK0PzZzPTANTiikWxJmNZvtMyu,us,2024-10-28,1.0
Donald Trump,Puerto Rico,accuses,HOSTILE,https://www.bbc.com/news/articles/cgj7689v757o?_hsenc=p2ANqtz--Q0ndAMoYKAxKtH8gwEcQLqb6BAAh6V7WuwHZlZjCT3gxK0PzZzPTANTiikWxJmNZvtMyu,us,2024-10-28,1.0
Kamala Harris,Donald Trump,opposes,HOSTILE,https://www.aljazeera.com/news/2024/10/23/us-election-13-days-left-what-polls-say-what-harris-and-trump-are-up,us,2024-10-23,1.0
Donald Trump,Kamala Harris,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/10/23/us-election-13-days-left-what-polls-say-what-harris-and-trump-are-up,us,2024-10-23,1.0
Kamala Harris,Democratic Party,represents,NEUTRAL,https://www.aljazeera.com/news/2024/10/23/us-election-13-days-left-what-polls-say-what-harris-and-trump-are-up,us,2024-10-23,1.0
Donald Trump,Republican Party,represents,NEUTRAL,https://www.aljazeera.com/news/2024/10/23/us-election-13-days-left-what-polls-say-what-harris-and-trump-are-up,us,2024-10-23,1.0
Kamala Harris,Tim Walz,partners with,NEUTRAL,https://www.aljazeera.com/news/2024/10/23/us-election-13-days-left-what-polls-say-what-harris-and-trump-are-up,us,2024-10-23,1.0
Tim Walz,Donald Trump,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/10/23/us-election-13-days-left-what-polls-say-what-harris-and-trump-are-up,us,2024-10-23,1.0
Obama,Donald Trump,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/10/23/us-election-13-days-left-what-polls-say-what-harris-and-trump-are-up,us,2024-10-23,1.0
Donald Trump,Hispanic community,supports,FRIENDLY,https://www.aljazeera.com/news/2024/10/23/us-election-13-days-left-what-polls-say-what-harris-and-trump-are-up,us,2024-10-23,1.0
Kamala Harris,Hispanic voters,supports,FRIENDLY,https://www.aljazeera.com/news/2024/10/23/us-election-13-days-left-what-polls-say-what-harris-and-trump-are-up,us,2024-10-23,1.0
Donald Trump,Joe Rogan,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/10/23/us-election-13-days-left-what-polls-say-what-harris-and-trump-are-up,us,2024-10-23,1.0
Kamala Harris,Bruce Springsteen,partners with,NEUTRAL,https://www.aljazeera.com/news/2024/10/23/us-election-13-days-left-what-polls-say-what-harris-and-trump-are-up,us,2024-10-23,1.0
Donald Trump,Labour Party,accuses,HOSTILE,https://www.aljazeera.com/news/2024/10/23/why-has-trump-accused-the-uks-labour-party-of-election-interference,us,2024-10-23,1.0
Donald Trump,Kamala Harris,opposes,HOSTILE,https://www.aljazeera.com/news/2024/10/23/why-has-trump-accused-the-uks-labour-party-of-election-interference,us,2024-10-23,1.0
Labour Party,Kamala Harris,supports,FRIENDLY,https://www.aljazeera.com/news/2024/10/23/why-has-trump-accused-the-uks-labour-party-of-election-interference,us,2024-10-23,1.0
Keir Starmer,Donald Trump,opposes,NEUTRAL,https://www.aljazeera.com/news/2024/10/23/why-has-trump-accused-the-uks-labour-party-of-election-interference,us,2024-10-23,1.0
Sofia Patel,Kamala Harris,supports,FRIENDLY,https://www.aljazeera.com/news/2024/10/23/why-has-trump-accused-the-uks-labour-party-of-election-interference,us,2024-10-23,1.0
Australian Labor Party,Bernie Sanders,supports,FRIENDLY,https://www.aljazeera.com/news/2024/10/23/why-has-trump-accused-the-uks-labour-party-of-election-interference,us,2024-10-23,1.0
Donald Trump,Russia,accuses,HOSTILE,https://www.aljazeera.com/news/2024/10/23/why-has-trump-accused-the-uks-labour-party-of-election-interference,us,2024-10-23,1.0
Kamala Harris,Donald Trump,criticizes,HOSTILE,https://www.aljazeera.com/features/2024/10/26/fact-check-does-donald-trump-want-to-do-away-with-the-affordable-care-act,us,2024-10-26,1.0
Donald Trump,the Affordable Care Act,opposes,HOSTILE,https://www.aljazeera.com/features/2024/10/26/fact-check-does-donald-trump-want-to-do-away-with-the-affordable-care-act,us,2024-10-26,1.0
Donald Trump,Republican,partners with,NEUTRAL,https://www.aljazeera.com/features/2024/10/26/fact-check-does-donald-trump-want-to-do-away-with-the-affordable-care-act,us,2024-10-26,1.0
Donald Trump,Project 2025,distances,NEUTRAL,https://www.aljazeera.com/features/2024/10/26/fact-check-does-donald-trump-want-to-do-away-with-the-affordable-care-act,us,2024-10-26,1.0
Donald Trump,Madison Square Garden rally,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/10/29/more-outrage-after-trump-calls-controversial-new-york-rally-a-lovefest,us,2024-10-29,1.0
Donald Trump,Tony Hinchcliffe,supports,NEUTRAL,https://www.aljazeera.com/news/2024/10/29/more-outrage-after-trump-calls-controversial-new-york-rally-a-lovefest,us,2024-10-29,1.0
Dana Bash,Donald Trump,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/10/29/more-outrage-after-trump-calls-controversial-new-york-rally-a-lovefest,us,2024-10-29,1.0
Lincoln Project,Donald Trump,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/10/29/more-outrage-after-trump-calls-controversial-new-york-rally-a-lovefest,us,2024-10-29,1.0
Angel M Cintron,Donald Trump,opposes,HOSTILE,https://www.aljazeera.com/news/2024/10/29/more-outrage-after-trump-calls-controversial-new-york-rally-a-lovefest,us,2024-10-29,1.0
Bad Bunny,Puerto Rico,supports,FRIENDLY,https://www.aljazeera.com/news/2024/10/29/more-outrage-after-trump-calls-controversial-new-york-rally-a-lovefest,us,2024-10-29,1.0
El Nuevo Dia,Kamala Harris,supports,FRIENDLY,https://www.aljazeera.com/news/2024/10/29/more-outrage-after-trump-calls-controversial-new-york-rally-a-lovefest,us,2024-10-29,1.0
Zoraida Buxo,Donald Trump,supports,FRIENDLY,https://www.aljazeera.com/news/2024/10/29/more-outrage-after-trump-calls-controversial-new-york-rally-a-lovefest,us,2024-10-29,1.0
Daniella Alvarez,Tony Hinchcliffe,criticizes,NEUTRAL,https://www.aljazeera.com/news/2024/10/29/more-outrage-after-trump-calls-controversial-new-york-rally-a-lovefest,us,2024-10-29,1.0
Donald Trump,Joe Biden,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/10/29/more-outrage-after-trump-calls-controversial-new-york-rally-a-lovefest,us,2024-10-29,1.0
Donald Trump,Kamala Harris,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/10/29/more-outrage-after-trump-calls-controversial-new-york-rally-a-lovefest,us,2024-10-29,1.0
Steve Herman,Puerto Rico,supports,NEUTRAL,https://www.aljazeera.com/news/2024/10/29/more-outrage-after-trump-calls-controversial-new-york-rally-a-lovefest,us,2024-10-29,1.0
Jen O’Malley Dillon,Donald Trump,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/10/29/more-outrage-after-trump-calls-controversial-new-york-rally-a-lovefest,us,2024-10-29,1.0
Donald Trump,Pence,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/10/29/more-outrage-after-trump-calls-controversial-new-york-rally-a-lovefest,us,2024-10-29,1.0
Kamala Harris,"Washington, DC",represents,NEUTRAL,https://www.aljazeera.com/news/2024/10/29/more-outrage-after-trump-calls-controversial-new-york-rally-a-lovefest,us,2024-10-29,1.0
Kamala Harris,Donald Trump,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/10/24/fact-check-kamala-harris-cnn-town-hall-in-pennsylvania,us,2024-10-24,1.0
Donald Trump,Democratic Party,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/10/24/fact-check-kamala-harris-cnn-town-hall-in-pennsylvania,us,2024-10-24,1.0
Donald Trump,Republican Party,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/10/24/fact-check-kamala-harris-cnn-town-hall-in-pennsylvania,us,2024-10-24,1.0
Kamala Harris,Joe Biden,supports,NEUTRAL,https://www.aljazeera.com/news/2024/10/24/fact-check-kamala-harris-cnn-town-hall-in-pennsylvania,us,2024-10-24,1.0
Donald Trump,US Supreme Court,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/10/24/fact-check-kamala-harris-cnn-town-hall-in-pennsylvania,us,2024-10-24,1.0
Kamala Harris,Israel,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/10/24/fact-check-kamala-harris-cnn-town-hall-in-pennsylvania,us,2024-10-24,1.0
John F. Kelly,Donald Trump,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/10/24/fact-check-kamala-harris-cnn-town-hall-in-pennsylvania,us,2024-10-24,1.0
Mark Milley,Donald Trump,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/10/24/fact-check-kamala-harris-cnn-town-hall-in-pennsylvania,us,2024-10-24,1.0
Kamala Harris,Texas,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/10/24/fact-check-kamala-harris-cnn-town-hall-in-pennsylvania,us,2024-10-24,1.0
Kamala Harris,Hamas,opposes,HOSTILE,https://www.aljazeera.com/news/2024/10/24/fact-check-kamala-harris-cnn-town-hall-in-pennsylvania,us,2024-10-24,1.0
Elon Musk,free speech,supports,NEUTRAL,https://www.aljazeera.com/news/2024/10/23/will-biden-administration-prosecute-elon-musk-for-his-1m-lottery,us,2024-10-23,1.0
Elon Musk,Second Amendment,supports,NEUTRAL,https://www.aljazeera.com/news/2024/10/23/will-biden-administration-prosecute-elon-musk-for-his-1m-lottery,us,2024-10-23,1.0
Elon Musk,Republican voters,supports,NEUTRAL,https://www.aljazeera.com/news/2024/10/23/will-biden-administration-prosecute-elon-musk-for-his-1m-lottery,us,2024-10-23,1.0
Josh Shapiro,Elon Musk,criticizes,NEUTRAL,https://www.aljazeera.com/news/2024/10/23/will-biden-administration-prosecute-elon-musk-for-his-1m-lottery,us,2024-10-23,1.0
Elon Musk,2024 election,influences,NEUTRAL,https://www.aljazeera.com/news/2024/10/23/will-biden-administration-prosecute-elon-musk-for-his-1m-lottery,us,2024-10-23,1.0
Kamala Harris,Elon Musk,opposes,NEUTRAL,https://www.aljazeera.com/news/2024/10/23/will-biden-administration-prosecute-elon-musk-for-his-1m-lottery,us,2024-10-23,1.0
Donald Trump,Elon Musk,supports,NEUTRAL,https://www.aljazeera.com/news/2024/10/23/will-biden-administration-prosecute-elon-musk-for-his-1m-lottery,us,2024-10-23,1.0
Kamala Harris,Democratic Party,represents,NEUTRAL,https://www.aljazeera.com/opinions/2024/10/25/white-wing-politics-dominating-us-election-spell-trouble-for-the-world,us,2024-10-25,1.0
Donald Trump,Republican Party,represents,NEUTRAL,https://www.aljazeera.com/opinions/2024/10/25/white-wing-politics-dominating-us-election-spell-trouble-for-the-world,us,2024-10-25,1.0
Kamala Harris,Joe Biden,supports,NEUTRAL,https://www.aljazeera.com/opinions/2024/10/25/white-wing-politics-dominating-us-election-spell-trouble-for-the-world,us,2024-10-25,1.0
Joe Biden,Kamala Harris,endorses,NEUTRAL,https://www.aljazeera.com/opinions/2024/10/25/white-wing-politics-dominating-us-election-spell-trouble-for-the-world,us,2024-10-25,1.0
Kamala Harris,Israel,supports,NEUTRAL,https://www.aljazeera.com/opinions/2024/10/25/white-wing-politics-dominating-us-election-spell-trouble-for-the-world,us,2024-10-25,1.0
Joe Biden,Israel,opposes,NEUTRAL,https://www.aljazeera.com/opinions/2024/10/25/white-wing-politics-dominating-us-election-spell-trouble-for-the-world,us,2024-10-25,1.0
Donald Trump,Kamala Harris,opposes,NEUTRAL,https://www.aljazeera.com/opinions/2024/10/25/white-wing-politics-dominating-us-election-spell-trouble-for-the-world,us,2024-10-25,1.0
Donald Trump,Israel,supports,NEUTRAL,https://www.aljazeera.com/opinions/2024/10/25/white-wing-politics-dominating-us-election-spell-trouble-for-the-world,us,2024-10-25,1.0
Eran Etzion,Israel,accuses,HOSTILE,https://www.aljazeera.com/opinions/2024/10/25/white-wing-politics-dominating-us-election-spell-trouble-for-the-world,us,2024-10-25,1.0
Kamala Harris,International Court of Justice,opposes,NEUTRAL,https://www.aljazeera.com/opinions/2024/10/25/white-wing-politics-dominating-us-election-spell-trouble-for-the-world,us,2024-10-25,1.0
Donald Trump,International Court of Justice,opposes,NEUTRAL,https://www.aljazeera.com/opinions/2024/10/25/white-wing-politics-dominating-us-election-spell-trouble-for-the-world,us,2024-10-25,1.0
Kamala Harris,UN,opposes,NEUTRAL,https://www.aljazeera.com/opinions/2024/10/25/white-wing-politics-dominating-us-election-spell-trouble-for-the-world,us,2024-10-25,1.0
Donald Trump,UN,opposes,NEUTRAL,https://www.aljazeera.com/opinions/2024/10/25/white-wing-politics-dominating-us-election-spell-trouble-for-the-world,us,2024-10-25,1.0
Donald Trump,EU,criticizes,HOSTILE,https://www.politico.eu/article/eu-scrambles-to-prepare-for-a-trump-return/,us,2024-10-25,1.0
EU,China,partners with,NEUTRAL,https://www.politico.eu/article/eu-scrambles-to-prepare-for-a-trump-return/,us,2024-10-25,1.0
Donald Trump,Nato,criticizes,HOSTILE,https://www.politico.eu/article/eu-scrambles-to-prepare-for-a-trump-return/,us,2024-10-25,1.0
EU,United States,opposes,HOSTILE,https://www.politico.eu/article/eu-scrambles-to-prepare-for-a-trump-return/,us,2024-10-25,1.0
Arianna Podestà,United States,supports,FRIENDLY,https://www.politico.eu/article/eu-scrambles-to-prepare-for-a-trump-return/,us,2024-10-25,1.0
Jean-Noël Barrot,"Centre for Analysis, Predictions and Strategy",partners with,NEUTRAL,https://www.politico.eu/article/france-donald-trump-united-states-presidential-elections-tristan-aureau-trade-war/,us,2024-10-23,1.0
Donald Trump,Ukraine,opposes,NEUTRAL,https://www.politico.eu/article/france-donald-trump-united-states-presidential-elections-tristan-aureau-trade-war/,us,2024-10-23,1.0
Donald Trump,EU,opposes,HOSTILE,https://www.politico.eu/article/france-donald-trump-united-states-presidential-elections-tristan-aureau-trade-war/,us,2024-10-23,1.0
Donald Trump,Deutschland,criticizes,HOSTILE,https://www.politico.eu/article/france-donald-trump-united-states-presidential-elections-tristan-aureau-trade-war/,us,2024-10-23,1.0
Starmer,Donald Trump,partners with,NEUTRAL,https://www.politico.eu/article/keir-starmer-le-premier-ministre-donald-trump-linkedin-visite/,us,2024-10-24,1.0
