source,target,relationship,sentiment,url,date
BEUC,Temu,accuses,HOSTILE,https://www.euronews.com/next/2024/10/31/eu-commission-probes-chinese-marketplace-temu-under-platform-rules,2024-10-31
Fernando Hortal Foronda,European Commission,supports,FRIENDLY,https://www.euronews.com/next/2024/10/31/eu-commission-probes-chinese-marketplace-temu-under-platform-rules,2024-10-31
Temu,European Commission,partners with,NEUTRAL,https://www.euronews.com/next/2024/10/31/eu-commission-probes-chinese-marketplace-temu-under-platform-rules,2024-10-31
Rafael Yuste,EU,criticizes,NEUTRAL,https://www.euronews.com/next/2024/11/04/our-thoughts-could-be-recorded-what-is-neural-data-and-what-protections-exist-in-the-eu,2024-11-04
Linda Clark,companies,criticizes,NEUTRAL,https://www.euronews.com/next/2024/11/04/our-thoughts-could-be-recorded-what-is-neural-data-and-what-protections-exist-in-the-eu,2024-11-04
Bojana Bellamy,EU,supports,NEUTRAL,https://www.euronews.com/next/2024/11/04/our-thoughts-could-be-recorded-what-is-neural-data-and-what-protections-exist-in-the-eu,2024-11-04
Bojana Bellamy,GDPR,supports,NEUTRAL,https://www.euronews.com/next/2024/11/04/our-thoughts-could-be-recorded-what-is-neural-data-and-what-protections-exist-in-the-eu,2024-11-04
Bojana Bellamy,OECD,supports,NEUTRAL,https://www.euronews.com/next/2024/11/04/our-thoughts-could-be-recorded-what-is-neural-data-and-what-protections-exist-in-the-eu,2024-11-04
Ruben Dewitte,Spain,represents,NEUTRAL,https://www.euronews.com/business/2024/10/31/why-is-spains-economy-growing-faster-than-those-of-its-eurozone-peers,2024-10-31
Ángel Talavera,Spain,represents,NEUTRAL,https://www.euronews.com/business/2024/10/31/why-is-spains-economy-growing-faster-than-those-of-its-eurozone-peers,2024-10-31
Juan Carlos Martínez Lázaro,Spain,represents,NEUTRAL,https://www.euronews.com/business/2024/10/31/why-is-spains-economy-growing-faster-than-those-of-its-eurozone-peers,2024-10-31
Evi Pappa,Spain,represents,NEUTRAL,https://www.euronews.com/business/2024/10/31/why-is-spains-economy-growing-faster-than-those-of-its-eurozone-peers,2024-10-31
Sweden,Baltic Sea,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/11/05/sweden-rejects-applications-for-thirteen-offshore-wind-farms-citing-security-concerns,2024-11-05
Pål Jonson,Sweden,represents,NEUTRAL,https://www.euronews.com/my-europe/2024/11/05/sweden-rejects-applications-for-thirteen-offshore-wind-farms-citing-security-concerns,2024-11-05
Romina Pourmokhtari,Sweden,represents,NEUTRAL,https://www.euronews.com/my-europe/2024/11/05/sweden-rejects-applications-for-thirteen-offshore-wind-farms-citing-security-concerns,2024-11-05
Crystal Davis,World Resources Institute,leads,NEUTRAL,https://www.euronews.com/green/2024/11/04/nobody-should-be-okay-with-this-cop16-ends-in-confusion-with-no-consensus-on-nature-fundin,2024-11-04
Catherine Weller,Fauna & Flora,leads,NEUTRAL,https://www.euronews.com/green/2024/11/04/nobody-should-be-okay-with-this-cop16-ends-in-confusion-with-no-consensus-on-nature-fundin,2024-11-04
Jennifer “Jing” Corpuz,International Indigenous Forum on Biodiversity,represents,NEUTRAL,https://www.euronews.com/green/2024/11/04/nobody-should-be-okay-with-this-cop16-ends-in-confusion-with-no-consensus-on-nature-fundin,2024-11-04
Esther Ojulari,"Baobab Center for Innovation in Ethnic-Racial, Gender, and Environmental Justice",co-directs,NEUTRAL,https://www.euronews.com/green/2024/11/04/nobody-should-be-okay-with-this-cop16-ends-in-confusion-with-no-consensus-on-nature-fundin,2024-11-04
Crystal Davis,COP16,criticizes,HOSTILE,https://www.euronews.com/green/2024/11/04/nobody-should-be-okay-with-this-cop16-ends-in-confusion-with-no-consensus-on-nature-fundin,2024-11-04
Catherine Weller,COP16,criticizes,HOSTILE,https://www.euronews.com/green/2024/11/04/nobody-should-be-okay-with-this-cop16-ends-in-confusion-with-no-consensus-on-nature-fundin,2024-11-04
Inger Andersen,COP16,criticizes,NEUTRAL,https://www.euronews.com/green/2024/11/04/nobody-should-be-okay-with-this-cop16-ends-in-confusion-with-no-consensus-on-nature-fundin,2024-11-04
Kirsten Schuijt,COP16,criticizes,HOSTILE,https://www.euronews.com/green/2024/11/04/nobody-should-be-okay-with-this-cop16-ends-in-confusion-with-no-consensus-on-nature-fundin,2024-11-04
Maria Angelica Ikeda,COP16,criticizes,HOSTILE,https://www.euronews.com/green/2024/11/04/nobody-should-be-okay-with-this-cop16-ends-in-confusion-with-no-consensus-on-nature-fundin,2024-11-04
Bernadette Fischler Hooper,COP16,criticizes,HOSTILE,https://www.euronews.com/green/2024/11/04/nobody-should-be-okay-with-this-cop16-ends-in-confusion-with-no-consensus-on-nature-fundin,2024-11-04
Crystal Davis,COP29,supports,FRIENDLY,https://www.euronews.com/green/2024/11/04/nobody-should-be-okay-with-this-cop16-ends-in-confusion-with-no-consensus-on-nature-fundin,2024-11-04
Emese Maczko,cruise,opposes,HOSTILE,https://www.euronews.com/travel/2024/11/03/is-the-future-of-cruising-threatened-by-overtourism-navigating-the-industrys-troubled-wate,2024-11-03
cruise,Amsterdam,opposes,HOSTILE,https://www.euronews.com/travel/2024/11/03/is-the-future-of-cruising-threatened-by-overtourism-navigating-the-industrys-troubled-wate,2024-11-03
cruise,Venice,opposes,HOSTILE,https://www.euronews.com/travel/2024/11/03/is-the-future-of-cruising-threatened-by-overtourism-navigating-the-industrys-troubled-wate,2024-11-03
Royal Caribbean,Amsterdam,accuses,HOSTILE,https://www.euronews.com/travel/2024/11/03/is-the-future-of-cruising-threatened-by-overtourism-navigating-the-industrys-troubled-wate,2024-11-03
Richard Branson,Virgin Voyages,leads,NEUTRAL,https://www.euronews.com/travel/2024/11/03/is-the-future-of-cruising-threatened-by-overtourism-navigating-the-industrys-troubled-wate,2024-11-03
Donald Trump,US election,leads,NEUTRAL,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,2024-11-06
Donald Trump,Biden,criticizes,HOSTILE,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,2024-11-06
Rachel Cleetus,Trump administration,criticizes,HOSTILE,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,2024-11-06
Ursula von der Leyen,climate change,supports,FRIENDLY,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,2024-11-06
Donald Trump,Inflation Reduction Act,opposes,HOSTILE,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,2024-11-06
Joe Biden,Inflation Reduction Act,supports,FRIENDLY,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,2024-11-06
Dan Lashof,Trump,supports,FRIENDLY,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,2024-11-06
Donald Trump,Paris Agreement,opposes,HOSTILE,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,2024-11-06
Christiana Figueres,Donald Trump,criticizes,HOSTILE,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,2024-11-06
Laurence Tubiana,US election result,criticizes,HOSTILE,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,2024-11-06
Laurence Tubiana,Europe,supports,FRIENDLY,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,2024-11-06
Mélanie Vogel,European Union,supports,FRIENDLY,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,2024-11-06
Thomas Waitz,European Union,supports,FRIENDLY,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,2024-11-06
Joe Biden,Donald Trump,opposes,HOSTILE,https://www.euronews.com/green/2024/11/06/drill-baby-drill-what-trumps-victory-could-mean-for-the-future-according-to-climate-expert,2024-11-06
Prince William,The Earthshot Prize,leads,NEUTRAL,https://www.euronews.com/green/2024/11/06/beacon-of-hope-the-earthshot-prize-winners-2024-revealed-in-star-studded-cape-town-ceremon,2024-11-06
The Earthshot Prize,Africa,partners with,NEUTRAL,https://www.euronews.com/green/2024/11/06/beacon-of-hope-the-earthshot-prize-winners-2024-revealed-in-star-studded-cape-town-ceremon,2024-11-06
Prince William,Royal Foundation,leads,NEUTRAL,https://www.euronews.com/green/2024/11/06/beacon-of-hope-the-earthshot-prize-winners-2024-revealed-in-star-studded-cape-town-ceremon,2024-11-06
Donald Trump,Ireland,criticizes,HOSTILE,https://www.euronews.com/business/2024/11/06/how-trumps-presidency-poses-the-biggest-near-term-risk-to-the-irish-economy,2024-11-06
Donald Trump,EU,criticizes,HOSTILE,https://www.euronews.com/business/2024/11/06/how-trumps-presidency-poses-the-biggest-near-term-risk-to-the-irish-economy,2024-11-06
Donald Trump,US,leads,NEUTRAL,https://www.euronews.com/business/2024/11/06/how-trumps-presidency-poses-the-biggest-near-term-risk-to-the-irish-economy,2024-11-06
Donald Trump,Republicans,partners with,NEUTRAL,https://www.euronews.com/business/2024/11/06/how-trumps-presidency-poses-the-biggest-near-term-risk-to-the-irish-economy,2024-11-06
Dan O'Brien,Ireland,criticizes,HOSTILE,https://www.euronews.com/business/2024/11/06/how-trumps-presidency-poses-the-biggest-near-term-risk-to-the-irish-economy,2024-11-06
Dan O'Brien,EU,criticizes,HOSTILE,https://www.euronews.com/business/2024/11/06/how-trumps-presidency-poses-the-biggest-near-term-risk-to-the-irish-economy,2024-11-06
Siemens,Altair Engineering,partners with,NEUTRAL,https://www.euronews.com/business/2024/10/31/siemens-buys-us-software-group-in-deal-worth-billions-of-euros,2024-10-31
Roland Busch,Siemens,leads,NEUTRAL,https://www.euronews.com/business/2024/10/31/siemens-buys-us-software-group-in-deal-worth-billions-of-euros,2024-10-31
Ralf P. Thomas,Siemens,leads,NEUTRAL,https://www.euronews.com/business/2024/10/31/siemens-buys-us-software-group-in-deal-worth-billions-of-euros,2024-10-31
James Scapa,Altair Engineering,leads,NEUTRAL,https://www.euronews.com/business/2024/10/31/siemens-buys-us-software-group-in-deal-worth-billions-of-euros,2024-10-31
Siemens,Altair Engineering,acquires,NEUTRAL,https://www.euronews.com/business/2024/10/31/siemens-buys-us-software-group-in-deal-worth-billions-of-euros,2024-10-31
Kamala Harris,supporters,supports,FRIENDLY,https://www.euronews.com/green/2024/11/01/climate-change-was-a-major-us-election-issue-in-2020-why-has-it-taken-a-back-seat-in-2024,2024-11-01
Trump,JD Vance,partners with,NEUTRAL,https://www.euronews.com/green/2024/11/01/climate-change-was-a-major-us-election-issue-in-2020-why-has-it-taken-a-back-seat-in-2024,2024-11-01
Trump,climate change,opposes,HOSTILE,https://www.euronews.com/green/2024/11/01/climate-change-was-a-major-us-election-issue-in-2020-why-has-it-taken-a-back-seat-in-2024,2024-11-01
Kamala Harris,climate change,supports,FRIENDLY,https://www.euronews.com/green/2024/11/01/climate-change-was-a-major-us-election-issue-in-2020-why-has-it-taken-a-back-seat-in-2024,2024-11-01
Kamala Harris,Democratic,represents,NEUTRAL,https://www.euronews.com/green/2024/11/01/climate-change-was-a-major-us-election-issue-in-2020-why-has-it-taken-a-back-seat-in-2024,2024-11-01
Trump,Republican,represents,NEUTRAL,https://www.euronews.com/green/2024/11/01/climate-change-was-a-major-us-election-issue-in-2020-why-has-it-taken-a-back-seat-in-2024,2024-11-01
Noah Foley-Beining,Kamala Harris,criticizes,HOSTILE,https://www.euronews.com/green/2024/11/01/climate-change-was-a-major-us-election-issue-in-2020-why-has-it-taken-a-back-seat-in-2024,2024-11-01
Donald Trump,Spain,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/11/04/how-the-us-elections-threaten-spains-olive-oil-market,2024-11-04
United States,Spain,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/11/04/how-the-us-elections-threaten-spains-olive-oil-market,2024-11-04
Joe Biden,Spain,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/11/04/how-the-us-elections-threaten-spains-olive-oil-market,2024-11-04
Vana,Split,criticizes,HOSTILE,https://www.euronews.com/travel/2024/11/02/soaring-rent-drunken-behaviour-and-peeing-in-public-split-locals-have-had-enough-of-party-,2024-11-02
Vana,Split,criticizes,HOSTILE,https://www.euronews.com/travel/2024/11/02/soaring-rent-drunken-behaviour-and-peeing-in-public-split-locals-have-had-enough-of-party-,2024-11-02
Veronica,Split,criticizes,HOSTILE,https://www.euronews.com/travel/2024/11/02/soaring-rent-drunken-behaviour-and-peeing-in-public-split-locals-have-had-enough-of-party-,2024-11-02
Luce,Split,criticizes,HOSTILE,https://www.euronews.com/travel/2024/11/02/soaring-rent-drunken-behaviour-and-peeing-in-public-split-locals-have-had-enough-of-party-,2024-11-02
Ivana,Split,criticizes,HOSTILE,https://www.euronews.com/travel/2024/11/02/soaring-rent-drunken-behaviour-and-peeing-in-public-split-locals-have-had-enough-of-party-,2024-11-02
Veronica,Split,criticizes,HOSTILE,https://www.euronews.com/travel/2024/11/02/soaring-rent-drunken-behaviour-and-peeing-in-public-split-locals-have-had-enough-of-party-,2024-11-02
Split,tourism,supports,NEUTRAL,https://www.euronews.com/travel/2024/11/02/soaring-rent-drunken-behaviour-and-peeing-in-public-split-locals-have-had-enough-of-party-,2024-11-02
Veronica,tourism,supports,NEUTRAL,https://www.euronews.com/travel/2024/11/02/soaring-rent-drunken-behaviour-and-peeing-in-public-split-locals-have-had-enough-of-party-,2024-11-02
Roberto Gualtieri,Reuters,told,NEUTRAL,https://www.euronews.com/travel/2024/11/04/ugly-pool-for-coins-built-next-to-romes-trevi-fountain-as-city-undergoes-massive-facelift,2024-11-04
Donald J. Trump,Department of Health and Human Services,leads,NEUTRAL,https://www.nytimes.com/2024/11/15/well/eat/rfk-jr-food-nutrition-health.html,2024-11-15
Robert F. Kennedy Jr.,Donald J. Trump,partners with,NEUTRAL,https://www.nytimes.com/2024/11/15/well/eat/rfk-jr-food-nutrition-health.html,2024-11-15
Harris,Biden,opposes,NEUTRAL,https://www.nytimes.com/2024/11/08/opinion/democrats-resistance-trump.html,2024-11-08
Harris,Republicans,opposes,HOSTILE,https://www.nytimes.com/2024/11/08/opinion/democrats-resistance-trump.html,2024-11-08
Biden,Democrats,represents,NEUTRAL,https://www.nytimes.com/2024/11/08/opinion/democrats-resistance-trump.html,2024-11-08
Harris,voters,represents,NEUTRAL,https://www.nytimes.com/2024/11/08/opinion/democrats-resistance-trump.html,2024-11-08
Republicans,Democrats,opposes,HOSTILE,https://www.nytimes.com/2024/11/08/opinion/democrats-resistance-trump.html,2024-11-08
Michael Waltz,Donald J. Trump,supports,NEUTRAL,https://www.nytimes.com/2024/11/12/us/politics/who-is-michael-waltz-trump.html,2024-11-12
Michael Waltz,China,criticizes,HOSTILE,https://www.nytimes.com/2024/11/12/us/politics/who-is-michael-waltz-trump.html,2024-11-12
Michael Waltz,Iran,criticizes,HOSTILE,https://www.nytimes.com/2024/11/12/us/politics/who-is-michael-waltz-trump.html,2024-11-12
Michael Waltz,NATO,criticizes,HOSTILE,https://www.nytimes.com/2024/11/12/us/politics/who-is-michael-waltz-trump.html,2024-11-12
Democracy Forward,Trump,opposes,HOSTILE,https://www.nytimes.com/2024/11/14/us/politics/democracy-forward-trump-administration.html,2024-11-14
Trump,Justice Department,weaponizes,HOSTILE,https://www.nytimes.com/2024/11/14/us/politics/democracy-forward-trump-administration.html,2024-11-14
Marc Elias,Democracy Forward,supports,NEUTRAL,https://www.nytimes.com/2024/11/14/us/politics/democracy-forward-trump-administration.html,2024-11-14
Ron Klain,Democracy Forward,supports,NEUTRAL,https://www.nytimes.com/2024/11/14/us/politics/democracy-forward-trump-administration.html,2024-11-14
Justice Department,Biden,supports,NEUTRAL,https://www.nytimes.com/2024/11/14/us/politics/democracy-forward-trump-administration.html,2024-11-14
Spier & Mackay,Peter Ou,supports,FRIENDLY,https://www.nytimes.com/wirecutter/reviews/spier-and-mackay-mens-suits-review/,2024-11-08
Donald Trump,Clay Travis,supports,NEUTRAL,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,2024-11-08
Clay Travis,Donald Trump,supports,FRIENDLY,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,2024-11-08
Kamala Harris,Donald Trump,opposes,HOSTILE,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,2024-11-08
Donald Trump,Kamala Harris,criticizes,HOSTILE,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,2024-11-08
Dan Pfeiffer,Barack Obama,represents,NEUTRAL,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,2024-11-08
Andrew Yang,The Joe Rogan Experience,partners with,NEUTRAL,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,2024-11-08
Lis Smith,Pete Buttigieg,supports,NEUTRAL,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,2024-11-08
Jason Miller,Donald Trump,supports,NEUTRAL,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,2024-11-08
Tim Miller,Donald Trump,criticizes,HOSTILE,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,2024-11-08
Donald Trump,Logan Paul,partners with,NEUTRAL,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,2024-11-08
Donna Brazile,Al Gore,represents,NEUTRAL,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,2024-11-08
Donald Trump,Hillary Clinton,opposes,HOSTILE,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,2024-11-08
Donald Trump,Alex Jones,partners with,NEUTRAL,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,2024-11-08
Donald Trump,Nayib Bukele,partners with,NEUTRAL,https://www.washingtonpost.com/style/media/2024/11/08/podcasts-joe-rogan-trump/,2024-11-08
Nigel Farage,politics,leads,NEUTRAL,https://www.washingtonpost.com/travel/2024/11/11/countries-americans-move-to/,2024-11-11
Conservative Party,politics,opposes,NEUTRAL,https://www.washingtonpost.com/travel/2024/11/11/countries-americans-move-to/,2024-11-11
Musk,NHTSA,criticizes,HOSTILE,https://www.washingtonpost.com/business/2024/11/15/elon-musk-trump-government-efficiency-agencies-investigations/,2024-11-15
NHTSA,Tesla,examines,NEUTRAL,https://www.washingtonpost.com/business/2024/11/15/elon-musk-trump-government-efficiency-agencies-investigations/,2024-11-15
Donald Trump,Republicans,supports,NEUTRAL,https://www.washingtonpost.com/elections/2024/11/09/democrats-house-senate-down-ballot/,2024-11-09
Republicans,Senate,supports,NEUTRAL,https://www.washingtonpost.com/elections/2024/11/09/democrats-house-senate-down-ballot/,2024-11-09
Donald Trump,Kamala Harris,opposes,NEUTRAL,https://www.washingtonpost.com/elections/2024/11/09/democrats-house-senate-down-ballot/,2024-11-09
Republicans,Senate,opposes,NEUTRAL,https://www.washingtonpost.com/elections/2024/11/09/democrats-house-senate-down-ballot/,2024-11-09
Mike Johnson,Republicans,leads,NEUTRAL,https://www.washingtonpost.com/elections/2024/11/09/democrats-house-senate-down-ballot/,2024-11-09
Mark R. Warner,Republicans,criticizes,NEUTRAL,https://www.washingtonpost.com/elections/2024/11/09/democrats-house-senate-down-ballot/,2024-11-09
Tim Kaine,Kamala Harris,supports,NEUTRAL,https://www.washingtonpost.com/elections/2024/11/09/democrats-house-senate-down-ballot/,2024-11-09
Tammy Baldwin,Democrats,supports,NEUTRAL,https://www.washingtonpost.com/elections/2024/11/09/democrats-house-senate-down-ballot/,2024-11-09
Kamala Harris,Republicans,opposes,NEUTRAL,https://www.washingtonpost.com/elections/2024/11/09/democrats-house-senate-down-ballot/,2024-11-09
Marco Rubio,activists,criticizes,HOSTILE,https://www.washingtonpost.com/elections/2024/11/09/democrats-house-senate-down-ballot/,2024-11-09
Donald Trump,Sam Brown,supports,NEUTRAL,https://www.washingtonpost.com/elections/2024/11/09/democrats-house-senate-down-ballot/,2024-11-09
Mark R. Warner,Rosen,endorses,NEUTRAL,https://www.washingtonpost.com/elections/2024/11/09/democrats-house-senate-down-ballot/,2024-11-09
Mark R. Warner,Baldwin,endorses,NEUTRAL,https://www.washingtonpost.com/elections/2024/11/09/democrats-house-senate-down-ballot/,2024-11-09
Ritchie Torres,Mike Huckabee,criticizes,HOSTILE,https://www.washingtonpost.com/video/washington-post-live/wplive/rep-torres-on-mike-huckabee-nomination-as-amb-to-israel/2024/11/14/ed93dd6f-a9f3-4a93-8411-e1afed4da47b_video.html,2024-11-14
Mike Huckabee,Israel,supports,NEUTRAL,https://www.washingtonpost.com/video/washington-post-live/wplive/rep-torres-on-mike-huckabee-nomination-as-amb-to-israel/2024/11/14/ed93dd6f-a9f3-4a93-8411-e1afed4da47b_video.html,2024-11-14
Ritchie Torres,Israel,supports,NEUTRAL,https://www.washingtonpost.com/video/washington-post-live/wplive/rep-torres-on-mike-huckabee-nomination-as-amb-to-israel/2024/11/14/ed93dd6f-a9f3-4a93-8411-e1afed4da47b_video.html,2024-11-14
Donald Trump,Republicans,partners with,NEUTRAL,https://www.cnn.com/2024/11/09/politics/donald-trump-election-what-matters/index.html,2024-11-10
Donald Trump,Joe Biden,criticizes,NEUTRAL,https://www.cnn.com/2024/11/09/politics/donald-trump-election-what-matters/index.html,2024-11-10
Ronald Reagan,Walter Mondale,opposes,NEUTRAL,https://www.cnn.com/2024/11/09/politics/donald-trump-election-what-matters/index.html,2024-11-10
Richard Nixon,George McGovern,opposes,NEUTRAL,https://www.cnn.com/2024/11/09/politics/donald-trump-election-what-matters/index.html,2024-11-10
Lyndon B. Johnson,Democrats,represents,NEUTRAL,https://www.cnn.com/2024/11/09/politics/donald-trump-election-what-matters/index.html,2024-11-10
Donald Trump,Department of Defense,accuses,HOSTILE,https://www.cnn.com/2024/11/08/politics/pentagon-officials-discussing-trump/index.html,2024-11-09
Donald Trump,State Department,accuses,HOSTILE,https://www.cnn.com/2024/11/08/politics/pentagon-officials-discussing-trump/index.html,2024-11-09
Donald Trump,John Kelly,opposes,HOSTILE,https://www.cnn.com/2024/11/08/politics/pentagon-officials-discussing-trump/index.html,2024-11-09
Donald Trump,Mark Milley,opposes,HOSTILE,https://www.cnn.com/2024/11/08/politics/pentagon-officials-discussing-trump/index.html,2024-11-09
Donald Trump,military,criticizes,HOSTILE,https://www.cnn.com/2024/11/08/politics/pentagon-officials-discussing-trump/index.html,2024-11-09
Lloyd Austin,military,supports,FRIENDLY,https://www.cnn.com/2024/11/08/politics/pentagon-officials-discussing-trump/index.html,2024-11-09
Lloyd Austin,Congress,supports,FRIENDLY,https://www.cnn.com/2024/11/08/politics/pentagon-officials-discussing-trump/index.html,2024-11-09
Antony Blinken,State Department,supports,FRIENDLY,https://www.cnn.com/2024/11/08/politics/pentagon-officials-discussing-trump/index.html,2024-11-09
Donald Trump,George Floyd,opposes,HOSTILE,https://www.cnn.com/2024/11/08/politics/pentagon-officials-discussing-trump/index.html,2024-11-09
Donald Trump,America,leads,NEUTRAL,https://www.cnn.com/2024/11/09/world/analysis-trump-second-term-world-intl/index.html,2024-11-09
Donald Trump,Benjamin Netanyahu,supports,FRIENDLY,https://www.cnn.com/2024/11/09/world/analysis-trump-second-term-world-intl/index.html,2024-11-09
Donald Trump,Joe Biden,opposes,NEUTRAL,https://www.cnn.com/2024/11/09/world/analysis-trump-second-term-world-intl/index.html,2024-11-09
Donald Trump,Vladimir Putin,supports,NEUTRAL,https://www.cnn.com/2024/11/09/world/analysis-trump-second-term-world-intl/index.html,2024-11-09
Joe Biden,Iran,opposes,NEUTRAL,https://www.cnn.com/2024/11/09/world/analysis-trump-second-term-world-intl/index.html,2024-11-09
Donald Trump,Xi Jinping,opposes,NEUTRAL,https://www.cnn.com/2024/11/09/world/analysis-trump-second-term-world-intl/index.html,2024-11-09
Donald Trump,Ukraine,opposes,NEUTRAL,https://www.cnn.com/2024/11/09/world/analysis-trump-second-term-world-intl/index.html,2024-11-09
Donald Trump,Moscow,supports,NEUTRAL,https://www.cnn.com/2024/11/09/world/analysis-trump-second-term-world-intl/index.html,2024-11-09
Benjamin Netanyahu,Donald Trump,partners with,NEUTRAL,https://www.cnn.com/2024/11/09/world/analysis-trump-second-term-world-intl/index.html,2024-11-09
George W. Bush,Pervez Musharraf,opposes,NEUTRAL,https://www.cnn.com/2024/11/09/world/analysis-trump-second-term-world-intl/index.html,2024-11-09
Donald Trump,Xi Jinping,partners with,NEUTRAL,https://www.cnn.com/2024/11/09/world/analysis-trump-second-term-world-intl/index.html,2024-11-09
Donald Trump,China,opposes,NEUTRAL,https://www.cnn.com/2024/11/09/world/analysis-trump-second-term-world-intl/index.html,2024-11-09
Donald Trump,Vladimir Putin,partners with,NEUTRAL,https://www.cnn.com/2024/11/09/world/analysis-trump-second-term-world-intl/index.html,2024-11-09
Donald Trump,Joe Biden,criticizes,HOSTILE,https://www.cnn.com/2024/11/09/world/analysis-trump-second-term-world-intl/index.html,2024-11-09
Donald Trump,Senate Republicans,supports,NEUTRAL,https://www.cnn.com/2024/11/11/politics/trump-massive-power-disruption-analysis/index.html,2024-11-11
Donald Trump,GOP,leads,NEUTRAL,https://www.cnn.com/2024/11/11/politics/trump-massive-power-disruption-analysis/index.html,2024-11-11
Donald Trump,Tom Homan,endorses,NEUTRAL,https://www.cnn.com/2024/11/11/politics/trump-massive-power-disruption-analysis/index.html,2024-11-11
Tom Homan,Donald Trump,supports,NEUTRAL,https://www.cnn.com/2024/11/11/politics/trump-massive-power-disruption-analysis/index.html,2024-11-11
Donald Trump,Mike Pompeo,opposes,NEUTRAL,https://www.cnn.com/2024/11/11/politics/trump-massive-power-disruption-analysis/index.html,2024-11-11
Donald Trump,Nikki Haley,opposes,NEUTRAL,https://www.cnn.com/2024/11/11/politics/trump-massive-power-disruption-analysis/index.html,2024-11-11
Donald Trump,Elise Stefanik,endorses,NEUTRAL,https://www.cnn.com/2024/11/11/politics/trump-massive-power-disruption-analysis/index.html,2024-11-11
Donald Trump,Elon Musk,partners with,NEUTRAL,https://www.cnn.com/2024/11/11/politics/trump-massive-power-disruption-analysis/index.html,2024-11-11
Elon Musk,Donald Trump,supports,NEUTRAL,https://www.cnn.com/2024/11/11/politics/trump-massive-power-disruption-analysis/index.html,2024-11-11
Elon Musk,Rick Scott,supports,NEUTRAL,https://www.cnn.com/2024/11/11/politics/trump-massive-power-disruption-analysis/index.html,2024-11-11
Donald Trump,Volodymyr Zelensky,partners with,NEUTRAL,https://www.cnn.com/2024/11/11/politics/trump-massive-power-disruption-analysis/index.html,2024-11-11
Joe Biden,Donald Trump,opposes,HOSTILE,https://www.cnn.com/2024/11/11/politics/trump-massive-power-disruption-analysis/index.html,2024-11-11
Donald Trump,Susie Wiles,endorses,NEUTRAL,https://www.cnn.com/2024/11/11/politics/trump-massive-power-disruption-analysis/index.html,2024-11-11
Donald Trump,Jim Jordan,opposes,NEUTRAL,https://www.cnn.com/2024/11/11/politics/trump-massive-power-disruption-analysis/index.html,2024-11-11
Elon Musk,Ukraine,supports,NEUTRAL,https://www.cnn.com/2024/11/11/politics/trump-massive-power-disruption-analysis/index.html,2024-11-11
Donald Trump,Vladimir Putin,partners with,NEUTRAL,https://www.cnn.com/2024/11/11/politics/trump-massive-power-disruption-analysis/index.html,2024-11-11
